url,srcFileName,ignoredMappings,ignoredElements,RMD_TP_raw_abstractMapping,RMD_TP_abstractMapping,RMD_FP_abstractMapping,RMD_FN_abstractMapping,RMD_TP_raw_programElement,RMD_TP_programElement,RMD_FP_programElement,RMD_FN_programElement,GTG_TP_raw_abstractMapping,GTG_TP_abstractMapping,GTG_FP_abstractMapping,GTG_FN_abstractMapping,GTG_TP_raw_programElement,GTG_TP_programElement,GTG_FP_programElement,GTG_FN_programElement,GTS_TP_raw_abstractMapping,GTS_TP_abstractMapping,GTS_FP_abstractMapping,GTS_FN_abstractMapping,GTS_TP_raw_programElement,GTS_TP_programElement,GTS_FP_programElement,GTS_FN_programElement,IJM_T_TP_raw_abstractMapping,IJM_T_TP_abstractMapping,IJM_T_FP_abstractMapping,IJM_T_FN_abstractMapping,IJM_T_TP_raw_programElement,IJM_T_TP_programElement,IJM_T_FP_programElement,IJM_T_FN_programElement,MTD_T_TP_raw_abstractMapping,MTD_T_TP_abstractMapping,MTD_T_FP_abstractMapping,MTD_T_FN_abstractMapping,MTD_T_TP_raw_programElement,MTD_T_TP_programElement,MTD_T_FP_programElement,MTD_T_FN_programElement,GT2_T_TP_raw_abstractMapping,GT2_T_TP_abstractMapping,GT2_T_FP_abstractMapping,GT2_T_FN_abstractMapping,GT2_T_TP_raw_programElement,GT2_T_TP_programElement,GT2_T_FP_programElement,GT2_T_FN_programElement,IAM_T_TP_raw_abstractMapping,IAM_T_TP_abstractMapping,IAM_T_FP_abstractMapping,IAM_T_FN_abstractMapping,IAM_T_TP_raw_programElement,IAM_T_TP_programElement,IAM_T_FP_programElement,IAM_T_FN_programElement,SPN_T_TP_raw_abstractMapping,SPN_T_TP_abstractMapping,SPN_T_FP_abstractMapping,SPN_T_FN_abstractMapping,SPN_T_TP_raw_programElement,SPN_T_TP_programElement,SPN_T_FP_programElement,SPN_T_FN_programElement,SPN_G_T_TP_raw_abstractMapping,SPN_G_T_TP_abstractMapping,SPN_G_T_FP_abstractMapping,SPN_G_T_FN_abstractMapping,SPN_G_T_TP_raw_programElement,SPN_G_T_TP_programElement,SPN_G_T_FP_programElement,SPN_G_T_FN_programElement,SPN_S_T_TP_raw_abstractMapping,SPN_S_T_TP_abstractMapping,SPN_S_T_FP_abstractMapping,SPN_S_T_FN_abstractMapping,SPN_S_T_TP_raw_programElement,SPN_S_T_TP_programElement,SPN_S_T_FP_programElement,SPN_S_T_FN_programElement
https://github.com/JetBrains/intellij-community/commit/6905d569a1e39d0d7b1ec5ceee4f0bbe60b85947,python.educational.src.com.jetbrains.edu.courseFormat.Lesson,67,18,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0,70,3,0,0,19,1,0,0
https://github.com/JetBrains/intellij-community/commit/6905d569a1e39d0d7b1ec5ceee4f0bbe60b85947,python.educational.src.com.jetbrains.edu.courseFormat.Task,206,30,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0,209,3,0,0,31,1,0,0
https://github.com/JetBrains/intellij-community/commit/6b90205e9f7bbd1570f600d3812fd3efa1a0597e,platform.lang-impl.src.com.intellij.execution.console.RunIdeConsoleAction,232,29,255,23,0,0,31,2,0,0,252,20,0,3,31,2,0,0,255,23,0,0,31,2,0,0,255,23,4,0,31,2,0,0,254,22,8,1,30,1,1,1,255,23,4,0,31,2,0,0,255,23,0,0,31,2,0,0,255,23,2,0,31,2,0,0,255,23,2,0,31,2,0,0,255,23,2,0,31,2,0,0
https://github.com/JetBrains/intellij-community/commit/7dd55014f9840ce03867bb175cf37a4c151dc806,platform.platform-impl.src.com.intellij.openapi.options.ex.ConfigurableCardPanel,0,1,79,79,0,0,7,6,0,0,79,79,0,0,7,6,0,0,79,79,0,0,7,6,0,0,79,79,0,0,7,6,0,0,78,78,5,1,6,5,1,1,79,79,0,0,7,6,0,0,79,79,0,0,7,6,0,0,79,79,0,0,7,6,0,0,79,79,0,0,7,6,0,0,79,79,0,0,7,6,0,0
https://github.com/JetBrains/intellij-community/commit/7dd55014f9840ce03867bb175cf37a4c151dc806,platform.platform-impl.src.com.intellij.openapi.options.ex.ConfigurableWrapper,269,33,309,40,0,1,36,3,0,0,307,38,0,3,36,3,0,0,309,40,0,1,36,3,0,0,308,39,0,2,36,3,0,0,307,38,6,3,35,2,1,1,308,39,1,2,36,3,0,0,308,39,2,2,36,3,0,0,310,41,2,0,36,3,0,0,310,41,0,0,36,3,0,0,310,41,2,0,36,3,0,0
https://github.com/JetBrains/intellij-community/commit/7ed3f273ab0caf0337c22f0b721d51829bb0c877,python.educational.src.com.jetbrains.edu.stepic.EduStepicConnector,354,68,386,32,0,0,71,3,0,0,375,21,8,11,70,2,1,1,380,26,7,6,70,2,1,1,383,29,1,3,71,3,0,0,383,29,7,3,70,2,1,1,376,22,10,10,70,2,1,1,385,31,0,1,71,3,0,0,383,29,7,3,70,2,1,1,380,26,7,6,70,2,1,1,381,27,7,5,70,2,1,1
https://github.com/JetBrains/intellij-community/commit/8d7a26edd1fedb9505b4f2b4fe57b2d2958b4dd9,platform.vcs-impl.src.com.intellij.openapi.vcs.history.FileHistoryPanelImpl,1727,241,1871,144,0,2,249,8,0,0,1859,132,13,14,249,8,0,0,1861,134,8,12,249,8,0,0,1861,134,4,12,249,8,0,0,1866,139,17,7,249,8,0,0,1861,134,5,12,249,8,0,0,1865,138,5,8,249,8,0,0,1862,135,9,11,249,8,0,0,1862,135,8,11,249,8,0,0,1861,134,7,12,249,8,0,0
https://github.com/JetBrains/intellij-community/commit/97811cf971f7ccf6a5fc5e90a491db2f58d49da1,jps.jps-builders.src.org.jetbrains.jps.cmdline.BuildMain,225,21,232,7,0,0,22,1,0,0,229,4,0,3,22,1,0,0,231,6,0,1,22,1,0,0,232,7,0,0,22,1,0,0,231,6,3,1,21,0,1,1,232,7,0,0,22,1,0,0,232,7,0,0,22,1,0,0,232,7,0,0,22,1,0,0,232,7,0,0,22,1,0,0,232,7,0,0,22,1,0,0
https://github.com/JetBrains/intellij-community/commit/97811cf971f7ccf6a5fc5e90a491db2f58d49da1,jps.standalone-builder.src.org.jetbrains.jps.build.Standalone,183,17,191,8,0,0,18,1,0,0,184,1,0,7,18,1,0,0,188,5,0,3,18,1,0,0,188,5,0,3,18,1,0,0,188,5,0,3,18,1,0,0,188,5,0,3,18,1,0,0,188,5,0,3,18,1,0,0,187,4,0,4,18,1,0,0,187,4,0,4,18,1,0,0,187,4,0,4,18,1,0,0
https://github.com/JetBrains/intellij-community/commit/98ecc4cfd927f388645f6a6bc492c80868b1a11d,plugins.properties.src.com.intellij.lang.properties.create.CreateResourceBundleDialogComponent,425,57,443,18,0,0,60,3,0,0,440,15,1,3,60,3,0,0,442,17,1,1,60,3,0,0,442,17,0,1,60,3,0,0,442,17,7,1,59,2,1,1,443,18,1,0,60,3,0,0,442,17,3,1,60,3,0,0,443,18,0,0,60,3,0,0,443,18,0,0,60,3,0,0,443,18,0,0,60,3,0,0
https://github.com/JetBrains/intellij-community/commit/9fbf6b852bd9766060307aff960fb597d55e24d3,platform.util.src.com.intellij.util.io.CachingEnumerator,22,10,113,91,0,0,14,4,0,0,107,85,7,6,13,3,1,1,106,84,5,7,13,3,1,1,110,88,2,3,14,4,0,0,108,86,8,5,12,2,2,2,104,82,9,9,13,3,1,1,111,89,2,2,14,4,0,0,108,86,5,5,13,3,1,1,107,85,6,6,13,3,1,1,108,86,5,5,13,3,1,1
https://github.com/JetBrains/intellij-community/commit/a9379ee529ed87e28c0736c3c6657dcd6a0680e4,platform.util.src.com.intellij.openapi.util.io.FileUtil,1891,146,1989,98,0,2,150,4,0,0,1982,91,6,9,149,3,1,1,1981,90,7,10,149,3,1,1,1977,86,1,14,150,4,0,0,1985,94,31,6,148,2,2,2,1980,89,18,11,149,3,1,1,1991,100,0,0,150,4,0,0,1982,91,13,9,149,3,1,1,1981,90,13,10,149,3,1,1,1981,90,9,10,149,3,1,1
https://github.com/JetBrains/intellij-community/commit/a9379ee529ed87e28c0736c3c6657dcd6a0680e4,platform.util.testSrc.com.intellij.openapi.util.io.FileUtilHeavyTest,237,33,240,3,0,0,34,1,0,0,237,0,0,3,34,1,0,0,240,3,0,0,34,1,0,0,240,3,0,0,34,1,0,0,240,3,0,0,34,1,0,0,240,3,0,0,34,1,0,0,240,3,0,0,34,1,0,0,240,3,0,0,34,1,0,0,240,3,0,0,34,1,0,0,240,3,0,0,34,1,0,0
https://github.com/JetBrains/intellij-community/commit/a97341973c3b683d62d1422e5404ed5c7ccf45f8,plugins.javaFX.javaFX-CE.testSrc.org.jetbrains.plugins.javaFX.fxml.JavaFXRenameTest,93,12,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0,97,4,0,0,13,1,0,0
https://github.com/JetBrains/intellij-community/commit/a97341973c3b683d62d1422e5404ed5c7ccf45f8,plugins.javaFX.src.org.jetbrains.plugins.javaFX.fxml.refs.FxmlReferencesContributor,125,15,161,36,0,0,20,5,0,0,156,31,5,5,20,5,0,0,157,32,4,4,20,5,0,0,157,32,6,4,20,5,0,0,155,30,20,6,19,4,1,1,159,34,3,2,20,5,0,0,158,33,3,3,20,5,0,0,159,34,3,2,20,5,0,0,159,34,3,2,20,5,0,0,159,34,3,2,20,5,0,0
https://github.com/JetBrains/intellij-community/commit/af618666043f21b3db7e6a1be2aa225ae0f432b4,platform.platform-impl.src.com.intellij.openapi.editor.impl.EditorGutterComponentImpl,1611,155,1658,47,0,0,158,3,0,0,1656,45,1,2,158,3,0,0,1658,47,0,0,158,3,0,0,1657,46,1,1,158,3,0,0,1657,46,5,1,157,2,1,1,1657,46,2,1,158,3,0,0,1657,46,3,1,158,3,0,0,1657,46,1,1,158,3,0,0,1656,45,1,2,158,3,0,0,1657,46,1,1,158,3,0,0
https://github.com/JetBrains/intellij-community/commit/d71154ed21e2d5c65bb0ddb000bcb04ca5735048,platform.platform-impl.src.org.jetbrains.io.JsonReaderEx,1183,108,1194,11,0,0,110,2,0,0,1190,7,0,4,110,2,0,0,1194,11,0,0,110,2,0,0,1194,11,0,0,110,2,0,0,1194,11,0,0,110,2,0,0,1194,11,0,0,110,2,0,0,1194,11,0,0,110,2,0,0,1194,11,0,0,110,2,0,0,1194,11,0,0,110,2,0,0,1194,11,0,0,110,2,0,0
https://github.com/JetBrains/intellij-community/commit/d71154ed21e2d5c65bb0ddb000bcb04ca5735048,platform.script-debugger.backend.src.org.jetbrains.debugger.sourcemap.SourceResolver,176,22,231,55,0,0,24,2,0,0,228,52,0,3,24,2,0,0,231,55,0,0,24,2,0,0,231,55,0,0,24,2,0,0,231,55,1,0,23,1,1,1,231,55,0,0,24,2,0,0,231,55,0,0,24,2,0,0,231,55,0,0,24,2,0,0,231,55,0,0,24,2,0,0,231,55,0,0,24,2,0,0
https://github.com/JetBrains/intellij-community/commit/e1625136ba12907696ef4c6e922ce073293f3a2c,plugins.maven.src.main.java.org.jetbrains.idea.maven.project.MavenProject,1132,145,1177,45,0,0,147,2,0,0,1162,30,14,15,147,2,0,0,1168,36,6,9,147,2,0,0,1159,27,10,18,147,2,0,0,1157,25,50,20,146,1,1,1,1160,28,18,17,147,2,0,0,1169,37,8,8,147,2,0,0,1171,39,10,6,147,2,0,0,1164,32,10,13,147,2,0,0,1168,36,8,9,147,2,0,0
https://github.com/JetBrains/intellij-community/commit/e1f0dbc2f09541fc64ce88ee22d8f8f4648004fe,plugins.maven.src.main.java.org.jetbrains.idea.maven.utils.library.RepositoryAttachHandler,341,20,380,39,0,0,23,3,0,0,366,25,12,14,22,2,1,1,368,27,12,12,22,2,1,1,364,23,1,16,22,2,0,1,377,36,18,3,22,2,1,1,368,27,20,12,22,2,1,1,380,39,0,0,23,3,0,0,369,28,15,11,22,2,1,1,368,27,16,12,22,2,1,1,368,27,15,12,22,2,1,1
https://github.com/JetBrains/intellij-plugins/commit/0df7cb00757fe0d4fac8d8b0d5fc46af95feb238,Dart.src.com.jetbrains.lang.dart.analyzer.DartAnalysisServerService,1181,153,1184,3,0,0,155,2,0,0,1181,0,0,3,155,2,0,0,1184,3,0,0,155,2,0,0,1184,3,0,0,155,2,0,0,1184,3,0,0,155,2,0,0,1184,3,0,0,155,2,0,0,1184,3,0,0,155,2,0,0,1184,3,0,0,155,2,0,0,1184,3,0,0,155,2,0,0,1184,3,0,0,155,2,0,0
https://github.com/JetBrains/intellij-plugins/commit/0df7cb00757fe0d4fac8d8b0d5fc46af95feb238,Dart.src.com.jetbrains.lang.dart.resolve.DartResolver,211,10,242,31,0,1,12,2,0,0,236,25,4,7,12,2,0,0,239,28,4,4,12,2,0,0,239,28,3,4,12,2,0,0,239,28,11,4,11,1,1,1,238,27,1,5,12,2,0,0,241,30,4,2,12,2,0,0,240,29,3,3,12,2,0,0,240,29,2,3,12,2,0,0,239,28,2,4,12,2,0,0
https://github.com/JetBrains/intellij-plugins/commit/83b3092c1ee11b70489732f9e69b8e01c2a966f0,Dart.src.com.jetbrains.lang.dart.analyzer.DartAnalysisServerService,1147,157,1274,127,4,4,165,8,0,0,1272,125,6,6,165,8,0,0,1270,123,7,8,165,8,0,0,1273,126,8,5,165,8,0,0,1274,127,29,4,164,7,1,1,1273,126,8,5,165,8,0,0,1273,126,19,5,165,8,0,0,1273,126,4,5,165,8,0,0,1273,126,4,5,165,8,0,0,1273,126,4,5,165,8,0,0
https://github.com/JetBrains/intellij-plugins/commit/83b3092c1ee11b70489732f9e69b8e01c2a966f0,Dart.src.com.jetbrains.lang.dart.ide.actions.AbstractDartFileProcessingAction,204,15,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0,204,0,0,0,15,0,0,0
https://github.com/JoanZapata/android-iconify/commit/eb500cca282e39d01a9882e1d0a83186da6d1a26,android-iconify.src.main.java.com.joanzapata.android.iconify.Iconify,103,16,116,13,0,0,20,4,0,0,106,3,2,10,18,2,0,2,114,11,1,2,19,3,0,1,116,13,0,0,20,4,0,0,116,13,3,0,20,4,0,0,104,1,0,12,16,0,0,4,116,13,0,0,20,4,0,0,116,13,0,0,20,4,0,0,110,7,0,6,19,3,0,1,115,12,0,1,20,4,0,0
https://github.com/JoanZapata/android-iconify/commit/eb500cca282e39d01a9882e1d0a83186da6d1a26,android-iconify.src.main.java.com.joanzapata.android.iconify.Utils,38,6,105,67,0,0,9,3,0,0,98,60,3,7,9,3,0,0,96,58,3,9,9,3,0,0,96,58,3,9,9,3,0,0,94,56,16,11,8,2,1,1,91,53,6,14,8,2,1,1,98,60,3,7,9,3,0,0,99,61,5,6,9,3,0,0,97,59,4,8,9,3,0,0,96,58,4,9,9,3,0,0
https://github.com/MovingBlocks/Terasology/commit/8f63cc5c8edb8e740026447bc4827f8e8e6c34b1,engine.src.main.java.org.terasology.rendering.nui.layers.mainMenu.PreviewWorldScreen,92,26,165,73,0,1,30,4,0,0,162,70,0,4,30,4,0,0,166,74,0,0,30,4,0,0,163,71,0,3,30,4,0,0,163,71,9,3,29,3,1,1,165,73,0,1,30,4,0,0,164,72,0,2,30,4,0,0,166,74,3,0,30,4,0,0,165,73,1,1,30,4,0,0,166,74,1,0,30,4,0,0
https://github.com/MovingBlocks/Terasology/commit/dbd2d5048ae5e30fec98ddd969b6c1e91183fb65,engine.src.main.java.org.terasology.engine.modes.loadProcesses.InitialiseRemoteWorld,19,5,54,35,0,0,7,2,0,0,54,35,0,0,7,2,0,0,54,35,0,0,7,2,0,0,54,35,1,0,7,2,0,0,54,35,1,0,7,2,0,0,54,35,1,0,7,2,0,0,53,34,1,1,7,2,0,0,54,35,1,0,7,2,0,0,53,34,1,1,7,2,0,0,52,33,1,2,7,2,0,0
https://github.com/MovingBlocks/Terasology/commit/dbd2d5048ae5e30fec98ddd969b6c1e91183fb65,engine.src.main.java.org.terasology.world.chunks.remoteChunkProvider.RemoteChunkProvider,324,45,342,18,0,0,51,6,0,0,339,15,2,3,49,4,0,2,342,18,2,0,49,4,0,2,342,18,0,0,49,4,0,2,341,17,6,1,49,4,0,2,342,18,0,0,49,4,0,2,342,18,0,0,50,5,0,1,341,17,1,1,50,5,0,1,341,17,1,1,49,4,0,2,341,17,1,1,49,4,0,2
https://github.com/Netflix/eureka/commit/1cacbe2ad700275bc575234ff2b32ee0d6493817,eureka-client.src.main.java.com.netflix.discovery.DiscoveryClient,1358,122,1379,21,0,0,125,3,0,0,1369,11,2,10,124,2,0,1,1376,18,1,3,125,3,0,0,1375,17,2,4,125,3,0,0,1372,14,6,7,124,2,1,1,1376,18,0,3,125,3,0,0,1377,19,0,2,125,3,0,0,1373,15,4,6,124,2,1,1,1369,11,4,10,123,1,1,2,1373,15,4,6,124,2,1,1
https://github.com/Netflix/eureka/commit/1cacbe2ad700275bc575234ff2b32ee0d6493817,eureka-client.src.main.java.com.netflix.discovery.StatusChangeEvent,28,7,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0,31,3,0,0,8,1,0,0
https://github.com/Netflix/eureka/commit/f6212a7e474f812f31ddbce6d4f7a7a0d498b751,eureka-client.src.main.java.com.netflix.discovery.DiscoveryClient,1301,120,1367,66,0,0,123,3,0,0,1361,60,4,6,123,3,0,0,1364,63,4,3,123,3,0,0,1360,59,5,7,123,3,0,0,1361,60,8,6,123,3,0,0,1362,61,1,5,123,3,0,0,1365,64,2,2,123,3,0,0,1366,65,3,1,123,3,0,0,1364,63,4,3,123,3,0,0,1365,64,4,2,123,3,0,0
https://github.com/SonarSource/sonarqube/commit/0d9fcaa4415ee996e423a97cfe0d965586ca59a5,sonar-batch.src.main.java.org.sonar.batch.bootstrapper.Batch,138,28,164,26,0,0,31,3,0,0,157,19,7,7,30,2,1,1,158,20,4,6,30,2,1,1,160,22,1,4,31,3,0,0,161,23,3,3,30,2,1,1,155,17,8,9,30,2,1,1,161,23,0,3,31,3,0,0,158,20,3,6,30,2,1,1,158,20,3,6,30,2,1,1,158,20,3,6,30,2,1,1
https://github.com/SonarSource/sonarqube/commit/7668c875dfa7240b1ec08eb60b42107bae1b4cd3,server.sonar-server.src.main.java.org.sonar.server.computation.step.PersistComponentsStep,238,22,270,32,0,0,28,6,0,0,267,29,0,3,28,6,0,0,270,32,0,0,28,6,0,0,263,25,0,7,27,5,0,1,265,27,9,5,27,5,0,1,265,27,1,5,27,5,0,1,270,32,0,0,28,6,0,0,269,31,0,1,28,6,0,0,269,31,0,1,28,6,0,0,269,31,0,1,28,6,0,0
https://github.com/SonarSource/sonarqube/commit/7668c875dfa7240b1ec08eb60b42107bae1b4cd3,server.sonar-server.src.test.java.org.sonar.server.computation.step.PersistComponentsStepTest,308,21,396,88,0,1,25,4,0,0,390,82,1,7,25,4,0,0,396,88,0,1,25,4,0,0,396,88,0,1,25,4,0,0,394,86,8,3,25,4,0,0,395,87,3,2,25,4,0,0,397,89,0,0,25,4,0,0,396,88,0,1,25,4,0,0,395,87,0,2,24,3,0,1,396,88,0,1,25,4,0,0
https://github.com/SonarSource/sonarqube/commit/c55a8c3761e9aae9f375d312c14b1bbb9ee9c0fa,server.sonar-server.src.main.java.org.sonar.server.computation.step.PersistComponentsStep,238,22,270,32,0,0,28,6,0,0,267,29,0,3,28,6,0,0,270,32,0,0,28,6,0,0,263,25,0,7,27,5,0,1,265,27,9,5,27,5,0,1,265,27,1,5,27,5,0,1,270,32,0,0,28,6,0,0,269,31,0,1,28,6,0,0,269,31,0,1,28,6,0,0,269,31,0,1,28,6,0,0
https://github.com/SonarSource/sonarqube/commit/c55a8c3761e9aae9f375d312c14b1bbb9ee9c0fa,server.sonar-server.src.test.java.org.sonar.server.computation.step.PersistComponentsStepTest,308,21,396,88,0,1,25,4,0,0,393,85,1,4,25,4,0,0,396,88,0,1,25,4,0,0,396,88,0,1,25,4,0,0,394,86,8,3,25,4,0,0,395,87,3,2,25,4,0,0,397,89,0,0,25,4,0,0,396,88,0,1,25,4,0,0,395,87,0,2,24,3,0,1,396,88,0,1,25,4,0,0
https://github.com/VoltDB/voltdb/commit/c1359c843bd03a694f846c8140e24ed646bbb913,tests.frontend.org.voltdb.TestAdhocCreateDropIndex,0,0,152,152,10,4,3,3,0,0,126,126,67,30,3,3,0,0,122,122,23,34,3,3,0,0,113,113,57,43,3,3,0,0,127,127,119,29,2,2,1,1,116,116,65,40,3,3,0,0,136,136,22,20,3,3,0,0,121,121,53,35,3,3,0,0,133,133,30,23,3,3,0,0,127,127,26,29,3,3,0,0
https://github.com/VoltDB/voltdb/commit/c9b2006381301c99b66c50c4b31f329caac06137,src.frontend.org.voltdb.utils.PBDMMapSegment,242,32,298,56,0,0,36,4,0,0,287,45,10,11,35,3,1,1,290,48,9,8,35,3,1,1,294,52,2,4,36,4,0,0,297,55,8,1,35,3,1,1,289,47,10,9,35,3,1,1,297,55,2,1,36,4,0,0,292,50,10,6,35,3,1,1,292,50,7,6,35,3,1,1,289,47,5,9,35,3,1,1
https://github.com/VoltDB/voltdb/commit/c9b2006381301c99b66c50c4b31f329caac06137,src.frontend.org.voltdb.utils.PBDRegularSegment,308,35,349,41,0,2,38,3,0,0,342,34,6,9,37,2,1,1,339,31,6,12,37,2,1,1,347,39,0,4,38,3,0,0,349,41,5,2,37,2,1,1,344,36,6,7,37,2,1,1,351,43,0,0,38,3,0,0,345,37,8,6,37,2,1,1,345,37,5,6,37,2,1,1,345,37,5,6,37,2,1,1
https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf,src.frontend.org.voltdb.importclient.kafka.KafkaStreamImporter,309,66,709,400,3,1,76,10,0,0,624,315,53,86,75,9,0,1,623,314,48,87,75,9,0,1,620,311,47,90,76,10,0,0,619,310,308,91,76,10,0,0,630,321,83,80,75,9,0,1,658,349,31,52,76,10,0,0,637,328,104,73,75,9,1,1,634,325,43,76,74,8,0,2,627,318,47,83,74,8,0,2
https://github.com/VoltDB/voltdb/commit/d47e58f9bbce9a816378e8a7930c1de67a864c29,src.frontend.org.voltdb.ImportHandler,124,22,140,16,0,0,24,2,0,0,133,9,7,7,23,1,1,1,133,9,7,7,23,1,1,1,137,13,5,3,24,2,0,0,138,14,8,2,23,1,1,1,133,9,10,7,23,1,1,1,140,16,0,0,24,2,0,0,133,9,10,7,23,1,1,1,133,9,10,7,23,1,1,1,133,9,10,7,23,1,1,1
https://github.com/VoltDB/voltdb/commit/d47e58f9bbce9a816378e8a7930c1de67a864c29,src.frontend.org.voltdb.InternalConnectionHandler,23,9,97,74,0,0,11,2,0,0,97,74,0,0,11,2,0,0,96,73,1,1,11,2,0,0,97,74,5,0,11,2,0,0,97,74,5,0,11,2,0,0,97,74,5,0,11,2,0,0,97,74,0,0,11,2,0,0,96,73,8,1,11,2,0,0,96,73,8,1,11,2,0,0,96,73,8,1,11,2,0,0
https://github.com/WhisperSystems/Signal-Android/commit/f0b2cc559026871c1b4d8e008666afb590553004,src.org.thoughtcrime.securesms.notifications.MessageNotifier,365,24,428,63,0,0,26,2,0,0,424,59,2,4,26,2,0,0,427,62,5,1,26,2,0,0,428,63,2,0,26,2,0,0,428,63,12,0,26,2,0,0,428,63,3,0,26,2,0,0,428,63,0,0,26,2,0,0,426,61,2,2,26,2,0,0,426,61,1,2,26,2,0,0,426,61,1,2,26,2,0,0
https://github.com/WhisperSystems/Signal-Android/commit/f0b2cc559026871c1b4d8e008666afb590553004,src.org.thoughtcrime.securesms.notifications.NotificationState,51,10,75,24,0,0,12,2,0,0,65,14,9,10,11,1,1,1,65,14,9,10,11,1,1,1,70,19,7,5,12,2,0,0,72,21,8,3,11,1,1,1,69,18,9,6,11,1,1,1,71,20,7,4,12,2,0,0,67,16,8,8,11,1,1,1,70,19,4,5,11,1,1,1,70,19,4,5,11,1,1,1
https://github.com/abarisain/dmix/commit/885771d57c97bd2dd48951e8aeaaa87ceb87532b,MPDroid.src.main.java.com.namelessdev.mpdroid.widgets.WidgetHelperService,9,5,33,24,0,0,8,3,0,0,31,22,4,2,7,2,0,1,32,23,1,1,7,2,0,1,28,19,2,5,8,3,0,0,27,18,21,6,7,2,1,1,24,15,12,9,7,2,0,1,29,20,0,4,8,3,0,0,29,20,3,4,8,3,0,0,27,18,4,6,7,2,0,1,29,20,3,4,8,3,0,0
https://github.com/apache/camel/commit/ab1d1dd78fe53edb50c4ede447e4ac5a55ee2ac9,components.camel-sjms.src.main.java.org.apache.camel.component.sjms.consumer.AbstractMessageHandler,95,25,138,43,0,0,27,2,0,0,138,43,0,0,27,2,0,0,138,43,0,0,27,2,0,0,137,42,1,1,27,2,0,0,138,43,1,0,27,2,0,0,137,42,3,1,27,2,0,0,138,43,0,0,27,2,0,0,136,41,2,2,27,2,0,0,136,41,4,2,27,2,0,0,135,40,2,3,27,2,0,0
https://github.com/apache/camel/commit/ab1d1dd78fe53edb50c4ede447e4ac5a55ee2ac9,components.camel-sjms.src.main.java.org.apache.camel.component.sjms.jms.JmsMessageHelper,432,17,529,97,0,0,20,3,0,0,517,85,3,12,19,2,0,1,522,90,7,7,19,2,1,1,528,96,3,1,20,3,0,0,527,95,14,2,19,2,1,1,522,90,11,7,19,2,1,1,528,96,3,1,20,3,0,0,522,90,10,7,19,2,1,1,521,89,4,8,19,2,0,1,522,90,10,7,19,2,1,1
https://github.com/apache/camel/commit/cb0935e3af05b333b5c85a4fb3b1846836218f11,components.camel-quartz2.src.main.java.org.apache.camel.component.quartz2.QuartzComponent,284,36,335,51,0,0,39,3,0,0,332,48,0,3,39,3,0,0,335,51,0,0,39,3,0,0,335,51,0,0,39,3,0,0,334,50,2,1,38,2,1,1,335,51,0,0,39,3,0,0,335,51,0,0,39,3,0,0,335,51,1,0,39,3,0,0,335,51,1,0,39,3,0,0,335,51,1,0,39,3,0,0
https://github.com/apache/cassandra/commit/1a2c1bcdc7267abec9b19d77726aedbb045d79a8,test.unit.org.apache.cassandra.db.compaction.CompactionsCQLTest,0,0,12,12,19,1,1,1,1,0,13,13,21,0,1,1,1,0,12,12,16,1,1,1,1,0,8,8,19,5,1,1,1,0,12,12,30,1,1,1,1,0,12,12,18,1,1,1,0,0,11,11,22,2,1,1,1,0,13,13,19,0,1,1,1,0,13,13,20,0,1,1,1,0,12,12,15,1,1,1,1,0
https://github.com/apache/cassandra/commit/2b0a8f6bdac621badabcb9921c077260f2470c26,src.java.org.apache.cassandra.db.RowUpdateBuilder,322,45,365,43,0,0,49,4,0,0,353,31,9,12,48,3,1,1,354,32,14,11,48,3,1,1,363,41,4,2,49,4,0,0,361,39,20,4,48,3,1,1,355,33,15,10,48,3,1,1,364,42,2,1,49,4,0,0,356,34,15,9,48,3,1,1,356,34,15,9,48,3,1,1,356,34,15,9,48,3,1,1
