url,RMD,GTG,GTS,IJM,MTD,GT2
JacksonDatabind/commit/48,72.00,42.00,33.00,46.00,290.00,62.00
JacksonDatabind/commit/49,2.00,40.00,1.00,2.00,2.00,3.00
JacksonDatabind/commit/5,69.00,34.00,16.00,23.00,175.00,52.00
JacksonDatabind/commit/50,59.00,456.00,11.00,21.00,175.00,43.00
JacksonDatabind/commit/51,7.00,857.00,3.00,5.00,13.00,9.00
JacksonDatabind/commit/52,80.00,448.00,32.00,42.00,406.00,48.00
JacksonDatabind/commit/53,122.00,398.00,20.00,33.00,319.00,52.00
JacksonDatabind/commit/54,12.00,849.00,8.00,9.00,19.00,19.00
JacksonDatabind/commit/55,12.00,627.00,3.00,5.00,13.00,8.00
JacksonDatabind/commit/56,12.00,312.00,4.00,10.00,41.00,12.00
JacksonDatabind/commit/57,63.00,19.00,17.00,26.00,426.00,44.00
JacksonDatabind/commit/58,41.00,89.00,10.00,16.00,142.00,33.00
JacksonDatabind/commit/59,68.00,2107.00,25.00,38.00,330.00,49.00
JacksonDatabind/commit/60,12.00,60.00,5.00,38.00,34.00,21.00
JacksonDatabind/commit/61,165.00,592.00,41.00,53.00,1755.00,88.00
JacksonDatabind/commit/62,13.00,75.00,5.00,8.00,35.00,12.00
JacksonDatabind/commit/63,15.00,113.00,5.00,9.00,42.00,10.00
JacksonDatabind/commit/65,33.00,32.00,14.00,19.00,94.00,28.00
JacksonDatabind/commit/66,18.00,26.00,6.00,15.00,44.00,14.00
JacksonDatabind/commit/67,101.00,48.00,22.00,38.00,669.00,48.00
JacksonDatabind/commit/69,12.00,56.00,5.00,8.00,34.00,11.00
JacksonDatabind/commit/7,70.00,15.00,15.00,24.00,361.00,31.00
JacksonDatabind/commit/70,20.00,22.00,7.00,12.00,59.00,15.00
JacksonDatabind/commit/71,17.00,227.00,5.00,9.00,40.00,14.00
JacksonDatabind/commit/72,4.00,296.00,2.00,4.00,7.00,4.00
JacksonDatabind/commit/73,88.00,36.00,22.00,43.00,365.00,45.00
JacksonDatabind/commit/74,5.00,461.00,2.00,4.00,8.00,5.00
JacksonDatabind/commit/75,7.00,505.00,3.00,5.00,11.00,8.00
JacksonDatabind/commit/76,29.00,155.00,8.00,14.00,122.00,16.00
JacksonDatabind/commit/77,33.00,37.00,10.00,15.00,132.00,23.00
JacksonDatabind/commit/78,34.00,40.00,10.00,16.00,145.00,23.00
JacksonDatabind/commit/79,89.00,958.00,26.00,44.00,428.00,69.00
JacksonDatabind/commit/8,17.00,19.00,4.00,8.00,26.00,10.00
JacksonDatabind/commit/80,13.00,121.00,6.00,8.00,38.00,11.00
JacksonDatabind/commit/81,83.00,833.00,21.00,33.00,431.00,45.00
JacksonDatabind/commit/82,34.00,491.00,10.00,17.00,135.00,22.00
JacksonDatabind/commit/83,10.00,60.00,4.00,7.00,22.00,11.00
JacksonDatabind/commit/84,3.00,111.00,2.00,2.00,4.00,3.00
JacksonDatabind/commit/86,3.00,113.00,1.00,3.00,4.00,2.00
JacksonDatabind/commit/87,21.00,583.00,7.00,13.00,57.00,13.00
JacksonDatabind/commit/88,5.00,332.00,2.00,4.00,6.00,4.00
JacksonDatabind/commit/89,37.00,21.00,9.00,16.00,131.00,22.00
JacksonDatabind/commit/90,20.00,1602.00,8.00,13.00,53.00,18.00
JacksonDatabind/commit/91,16.00,9.00,6.00,9.00,44.00,13.00
JacksonDatabind/commit/92,44.00,22.00,10.00,16.00,145.00,30.00
JacksonDatabind/commit/93,4.00,142.00,1.00,2.00,5.00,3.00
JacksonDatabind/commit/94,3.00,161.00,2.00,3.00,4.00,4.00
JacksonDatabind/commit/95,64.00,508.00,19.00,30.00,335.00,35.00
JacksonDatabind/commit/96,113.00,77.00,30.00,43.00,825.00,57.00
JacksonDatabind/commit/97,3.00,130.00,2.00,3.00,5.00,3.00
JacksonDatabind/commit/98,19.00,146.00,6.00,11.00,54.00,13.00
JacksonDatabind/commit/99,6.00,780.00,2.00,5.00,14.00,5.00
JacksonXml/commit/1,33.00,248.00,7.00,15.00,74.00,22.00
JacksonXml/commit/2,20.00,43.00,6.00,10.00,33.00,12.00
JacksonXml/commit/3,31.00,117.00,11.00,17.00,81.00,20.00
JacksonXml/commit/4,9.00,476.00,3.00,5.00,16.00,10.00
JacksonXml/commit/5,7.00,651.00,3.00,4.00,11.00,11.00
JacksonXml/commit/6,40.00,10.00,11.00,19.00,154.00,25.00
Jsoup/commit/1,4.00,197.00,2.00,3.00,6.00,3.00
Jsoup/commit/10,13.00,27.00,5.00,8.00,36.00,10.00
Jsoup/commit/11,17.00,130.00,7.00,10.00,45.00,11.00
Jsoup/commit/12,18.00,21.00,6.00,10.00,49.00,10.00
Jsoup/commit/13,17.00,7.00,6.00,9.00,54.00,13.00
Jsoup/commit/14,190.00,700.00,22.00,57.00,542.00,37.00
Jsoup/commit/15,351.00,39.00,43.00,93.00,929.00,45.00
Jsoup/commit/16,2.00,32.00,1.00,2.00,2.00,1.00
Jsoup/commit/17,362.00,21.00,24.00,59.00,849.00,39.00
Jsoup/commit/18,6.00,480.00,3.00,4.00,11.00,5.00
Jsoup/commit/19,14.00,9.00,5.00,8.00,39.00,9.00
Jsoup/commit/2,11.00,57.00,4.00,8.00,28.00,7.00
Jsoup/commit/20,5.00,449.00,2.00,5.00,9.00,5.00
Jsoup/commit/23,16.00,1487.00,7.00,11.00,28.00,12.00
Jsoup/commit/24,145.00,53.00,19.00,51.00,538.00,32.00
Jsoup/commit/25,7.00,536.00,4.00,5.00,16.00,5.00
Jsoup/commit/26,5.00,336.00,2.00,3.00,7.00,3.00
Jsoup/commit/27,6.00,468.00,3.00,4.00,9.00,5.00
Jsoup/commit/28,34.00,1923.00,8.00,15.00,38.00,20.00
Jsoup/commit/29,9.00,5.00,3.00,6.00,21.00,8.00
Jsoup/commit/3,194.00,343.00,20.00,33.00,197.00,51.00
Jsoup/commit/31,155.00,745.00,57.00,80.00,619.00,42.00
Jsoup/commit/33,29.00,13.00,8.00,18.00,121.00,16.00
Jsoup/commit/34,9.00,20.00,4.00,7.00,18.00,7.00
Jsoup/commit/35,352.00,2987.00,28.00,70.00,1073.00,49.00
Jsoup/commit/36,8.00,805.00,3.00,8.00,14.00,6.00
Jsoup/commit/37,39.00,13.00,12.00,17.00,196.00,23.00
Jsoup/commit/38,326.00,4625.00,72.00,94.00,2198.00,57.00
Jsoup/commit/39,8.00,972.00,4.00,6.00,15.00,7.00
Jsoup/commit/4,146.00,246.00,173.00,148.00,840.00,103.00
Jsoup/commit/40,2.00,33.00,1.00,1.00,2.00,2.00
Jsoup/commit/41,42.00,14.00,12.00,19.00,216.00,26.00
Jsoup/commit/42,4.00,283.00,2.00,3.00,6.00,3.00
Jsoup/commit/43,42.00,16.00,13.00,18.00,223.00,26.00
Jsoup/commit/44,2.00,100.00,1.00,3.00,4.00,2.00
Jsoup/commit/45,32.00,157.00,10.00,17.00,132.00,17.00
Jsoup/commit/46,13.00,259.00,5.00,8.00,25.00,9.00
Jsoup/commit/47,14.00,266.00,5.00,8.00,25.00,9.00
Jsoup/commit/48,52.00,77.00,23.00,33.00,328.00,30.00
Jsoup/commit/49,25.00,12.00,8.00,11.00,82.00,16.00
Jsoup/commit/5,13.00,28.00,5.00,8.00,33.00,8.00
Jsoup/commit/50,15.00,136.00,4.00,10.00,22.00,9.00
Jsoup/commit/51,15.00,5.00,5.00,9.00,42.00,10.00
Jsoup/commit/52,22.00,508.00,8.00,13.00,35.00,16.00
Jsoup/commit/53,10.00,22.00,4.00,6.00,24.00,8.00
Jsoup/commit/54,6.00,656.00,3.00,5.00,13.00,8.00
Jsoup/commit/55,136.00,23.00,18.00,51.00,512.00,33.00
Jsoup/commit/56,433.00,683.00,82.00,154.00,1384.00,118.00
Jsoup/commit/57,10.00,7.00,4.00,6.00,23.00,8.00
Jsoup/commit/58,19.00,2452.00,9.00,19.00,35.00,18.00
Jsoup/commit/59,12.00,163.00,5.00,10.00,28.00,9.00
Jsoup/commit/6,146.00,242.00,122.00,151.00,836.00,104.00
Jsoup/commit/60,28.00,29.00,10.00,16.00,68.00,18.00
Jsoup/commit/61,44.00,31.00,14.00,19.00,253.00,30.00
Jsoup/commit/62,330.00,34.00,24.00,57.00,786.00,57.00
Jsoup/commit/64,274.00,40.00,31.00,60.00,737.00,42.00
Jsoup/commit/65,357.00,370.00,33.00,77.00,863.00,59.00
Jsoup/commit/66,75.00,32.00,31.00,27.00,359.00,53.00
Jsoup/commit/67,36.00,22.00,16.00,17.00,143.00,20.00
Jsoup/commit/68,36.00,17.00,10.00,17.00,141.00,20.00
Jsoup/commit/69,4.00,205.00,1.00,3.00,5.00,3.00
Jsoup/commit/7,7.00,781.00,4.00,4.00,14.00,6.00
Jsoup/commit/70,55.00,16.00,15.00,20.00,322.00,36.00
Jsoup/commit/71,44.00,2068.00,17.00,23.00,177.00,30.00
Jsoup/commit/72,17.00,20.00,5.00,11.00,50.00,11.00
Jsoup/commit/73,9.00,791.00,4.00,24.00,19.00,10.00
Jsoup/commit/74,9.00,19.00,5.00,6.00,20.00,7.00
Jsoup/commit/75,18.00,24.00,7.00,10.00,47.00,14.00
Jsoup/commit/76,280.00,51.00,57.00,88.00,1341.00,49.00
Jsoup/commit/77,5.00,448.00,3.00,4.00,8.00,4.00
Jsoup/commit/78,11.00,152.00,5.00,10.00,26.00,12.00
Jsoup/commit/79,3.00,78.00,1.00,3.00,3.00,2.00
Jsoup/commit/8,13.00,4.00,4.00,7.00,31.00,9.00
Jsoup/commit/80,7.00,492.00,3.00,4.00,12.00,6.00
Jsoup/commit/81,15.00,255.00,6.00,12.00,36.00,16.00
Jsoup/commit/82,14.00,263.00,6.00,10.00,32.00,15.00
Jsoup/commit/84,8.00,915.00,4.00,6.00,16.00,10.00
Jsoup/commit/86,2.00,94.00,2.00,2.00,3.00,2.00
Jsoup/commit/87,579.00,10984.00,157.00,170.00,5851.00,171.00
Jsoup/commit/88,6.00,495.00,3.00,5.00,13.00,5.00
Jsoup/commit/89,8.00,540.00,4.00,6.00,15.00,6.00
Jsoup/commit/9,155.00,190.00,193.00,271.00,914.00,108.00
Jsoup/commit/90,77.00,35.00,16.00,29.00,412.00,51.00
Jsoup/commit/91,18.00,11.00,6.00,13.00,60.00,13.00
Jsoup/commit/92,93.00,588.00,23.00,42.00,227.00,48.00
Jsoup/commit/93,5.00,329.00,2.00,4.00,7.00,4.00
JxPath/commit/1,68.00,250.00,25.00,39.00,276.00,58.00
JxPath/commit/10,4.00,126.00,2.00,3.00,4.00,4.00
JxPath/commit/11,10.00,662.00,5.00,14.00,13.00,8.00
JxPath/commit/12,35.00,78.00,10.00,15.00,115.00,26.00
JxPath/commit/14,33.00,16.00,10.00,20.00,119.00,21.00
JxPath/commit/15,2.00,66.00,1.00,3.00,2.00,2.00
JxPath/commit/16,70.00,133.00,19.00,33.00,267.00,55.00
JxPath/commit/18,5.00,59.00,1.00,6.00,3.00,3.00
JxPath/commit/19,81.00,42.00,19.00,33.00,252.00,52.00
JxPath/commit/2,4.00,174.00,1.00,6.00,6.00,4.00
JxPath/commit/20,4.00,187.00,2.00,3.00,5.00,4.00
JxPath/commit/21,7.00,466.00,4.00,5.00,12.00,6.00
JxPath/commit/22,45.00,36.00,15.00,20.00,148.00,34.00
JxPath/commit/3,5.00,591.00,3.00,8.00,11.00,6.00
JxPath/commit/5,19.00,17.00,6.00,11.00,57.00,17.00
JxPath/commit/6,5.00,245.00,2.00,4.00,6.00,4.00
JxPath/commit/7,80.00,29.00,4.00,8.00,6.00,10.00
JxPath/commit/8,3.00,145.00,1.00,4.00,5.00,4.00
Lang/commit/1,45.00,532.00,13.00,22.00,223.00,25.00
Lang/commit/10,34.00,23.00,9.00,14.00,127.00,20.00
Lang/commit/11,8.00,1428.00,4.00,6.00,19.00,6.00
Lang/commit/12,10.00,1390.00,5.00,7.00,19.00,7.00
Lang/commit/13,6.00,815.00,4.00,5.00,13.00,7.00
Lang/commit/14,641.00,74.00,70.00,160.00,5034.00,339.00
Lang/commit/15,42.00,60.00,11.00,18.00,145.00,23.00
Lang/commit/16,42.00,462.00,14.00,32.00,202.00,22.00
Lang/commit/17,4.00,160.00,1.00,3.00,5.00,2.00
Lang/commit/18,55.00,402.00,14.00,22.00,271.00,30.00
Lang/commit/19,6.00,206.00,1.00,4.00,4.00,2.00
Lang/commit/20,571.00,96.00,61.00,71.00,4854.00,355.00
Lang/commit/21,73.00,42.00,16.00,21.00,374.00,45.00
Lang/commit/22,29.00,31.00,14.00,20.00,120.00,18.00
Lang/commit/23,15.00,6.00,5.00,10.00,49.00,12.00
Lang/commit/24,39.00,130.00,13.00,19.00,190.00,24.00
Lang/commit/26,64.00,16.00,16.00,22.00,361.00,33.00
Lang/commit/27,41.00,398.00,12.00,21.00,189.00,22.00
Lang/commit/28,2.00,79.00,1.00,2.00,2.00,2.00
Lang/commit/29,31.00,13.00,11.00,10.00,209.00,23.00
Lang/commit/3,51.00,458.00,13.00,20.00,215.00,26.00
Lang/commit/30,419.00,144.00,55.00,69.00,3184.00,226.00
Lang/commit/31,265.00,202.00,66.00,68.00,3110.00,114.00
Lang/commit/32,18.00,11.00,7.00,10.00,73.00,14.00
Lang/commit/33,30.00,13.00,10.00,14.00,141.00,21.00
Lang/commit/34,99.00,18.00,17.00,26.00,474.00,54.00
Lang/commit/35,296.00,182.00,153.00,66.00,1920.00,74.00
Lang/commit/36,42.00,609.00,22.00,26.00,218.00,24.00
Lang/commit/37,179.00,63.00,42.00,61.00,1815.00,75.00
Lang/commit/38,86.00,18.00,16.00,32.00,415.00,48.00
Lang/commit/39,377.00,325.00,51.00,68.00,2550.00,85.00
Lang/commit/4,6.00,87.00,2.00,3.00,4.00,4.00
Lang/commit/40,353.00,181.00,176.00,105.00,2545.00,84.00
Lang/commit/41,41.00,31.00,17.00,17.00,157.00,27.00
Lang/commit/43,19.00,38.00,7.00,10.00,46.00,13.00
Lang/commit/44,20.00,404.00,6.00,12.00,48.00,12.00
Lang/commit/45,13.00,39.00,5.00,8.00,43.00,9.00
Lang/commit/46,44.00,261.00,8.00,11.00,76.00,16.00
Lang/commit/47,100.00,66.00,25.00,35.00,797.00,46.00
Lang/commit/48,20.00,102.00,7.00,12.00,81.00,14.00
Lang/commit/49,26.00,10.00,9.00,13.00,104.00,16.00
Lang/commit/50,60.00,72.00,16.00,23.00,356.00,32.00
Lang/commit/51,14.00,101.00,7.00,10.00,68.00,12.00
Lang/commit/52,19.00,218.00,8.00,9.00,48.00,14.00
Lang/commit/53,33.00,197.00,15.00,17.00,135.00,23.00
Lang/commit/54,8.00,584.00,4.00,5.00,15.00,6.00
Lang/commit/55,3.00,481.00,3.00,3.00,7.00,4.00
Lang/commit/56,61.00,15.00,15.00,22.00,343.00,31.00
Lang/commit/57,7.00,479.00,3.00,5.00,13.00,5.00
Lang/commit/58,63.00,478.00,13.00,21.00,235.00,25.00
Lang/commit/59,89.00,73.00,52.00,46.00,687.00,43.00
Lang/commit/6,3.00,156.00,2.00,3.00,4.00,3.00
Lang/commit/60,83.00,25.00,23.00,33.00,617.00,41.00
Lang/commit/61,83.00,32.00,21.00,32.00,595.00,40.00
Lang/commit/63,57.00,188.00,7.00,15.00,84.00,14.00
Lang/commit/64,3.00,420.00,2.00,2.00,5.00,3.00
Lang/commit/65,26.00,173.00,10.00,13.00,111.00,17.00
Lang/commit/7,55.00,496.00,22.00,25.00,226.00,32.00
Lang/commit/8,44.00,38.00,26.00,19.00,189.00,25.00
Lang/commit/9,32.00,60.00,10.00,15.00,132.00,22.00
Math/commit/1,47.00,214.00,18.00,33.00,213.00,36.00
Math/commit/10,79.00,56.00,22.00,40.00,824.00,45.00
Math/commit/100,8.00,37.00,3.00,7.00,18.00,7.00
Math/commit/101,14.00,50.00,5.00,9.00,45.00,12.00
Math/commit/102,10.00,18.00,5.00,9.00,32.00,9.00
Math/commit/103,3.00,216.00,2.00,3.00,6.00,3.00
Math/commit/104,6.00,676.00,3.00,4.00,11.00,5.00
Math/commit/105,8.00,16.00,3.00,5.00,21.00,8.00
Math/commit/106,6.00,417.00,3.00,6.00,10.00,4.00
Math/commit/11,6.00,648.00,3.00,5.00,14.00,7.00
Math/commit/12,5.00,270.00,3.00,5.00,9.00,4.00
Math/commit/13,13.00,6.00,6.00,9.00,49.00,27.00
Math/commit/14,6.00,653.00,4.00,5.00,13.00,11.00
Math/commit/15,229.00,223.00,50.00,85.00,2482.00,83.00
Math/commit/16,260.00,294.00,47.00,84.00,2472.00,93.00
Math/commit/17,144.00,29.00,29.00,49.00,900.00,86.00
Math/commit/18,90.00,123.00,24.00,35.00,589.00,52.00
Math/commit/19,76.00,91.00,20.00,32.00,517.00,45.00
Math/commit/2,7.00,4.00,3.00,5.00,19.00,8.00
Math/commit/20,74.00,105.00,20.00,32.00,537.00,45.00
Math/commit/21,21.00,830.00,3.00,7.00,15.00,6.00
Math/commit/22,8.00,777.00,4.00,6.00,16.00,9.00
Math/commit/23,12.00,1082.00,4.00,8.00,26.00,8.00
Math/commit/24,10.00,1035.00,4.00,8.00,23.00,8.00
Math/commit/25,8.00,634.00,4.00,9.00,26.00,8.00
Math/commit/26,19.00,90.00,7.00,11.00,60.00,14.00
Math/commit/27,17.00,6.00,6.00,10.00,60.00,13.00
Math/commit/28,7.00,941.00,4.00,5.00,12.00,6.00
Math/commit/29,44.00,19.00,10.00,15.00,139.00,21.00
Math/commit/3,50.00,115.00,18.00,28.00,425.00,36.00
Math/commit/30,4.00,492.00,2.00,4.00,8.00,6.00
Math/commit/31,28.00,364.00,2.00,9.00,10.00,14.00
Math/commit/32,25.00,96.00,6.00,9.00,50.00,19.00
Math/commit/33,18.00,58.00,8.00,15.00,72.00,17.00
Math/commit/34,4.00,361.00,2.00,3.00,8.00,5.00
Math/commit/35,2.00,87.00,1.00,2.00,3.00,3.00
Math/commit/36,29.00,12.00,9.00,13.00,155.00,21.00
Math/commit/37,29.00,44.00,11.00,12.00,176.00,23.00
Math/commit/38,356.00,226.00,91.00,93.00,2003.00,66.00
Math/commit/39,11.00,1103.00,5.00,10.00,42.00,9.00
Math/commit/4,11.00,1126.00,6.00,6.00,25.00,16.00
Math/commit/40,15.00,854.00,6.00,11.00,38.00,11.00
Math/commit/41,11.00,119.00,6.00,7.00,43.00,11.00
Math/commit/42,19.00,52.00,8.00,11.00,72.00,17.00
Math/commit/43,17.00,13.00,7.00,9.00,60.00,19.00
Math/commit/44,10.00,266.00,5.00,8.00,29.00,18.00
Math/commit/45,8.00,5.00,3.00,5.00,20.00,7.00
Math/commit/46,26.00,71.00,10.00,12.00,163.00,21.00
Math/commit/47,28.00,74.00,11.00,11.00,160.00,22.00
Math/commit/48,6.00,608.00,2.00,5.00,12.00,5.00
Math/commit/49,39.00,24.00,11.00,17.00,164.00,22.00
Math/commit/5,29.00,19.00,12.00,11.00,181.00,23.00
Math/commit/50,6.00,645.00,3.00,5.00,13.00,5.00
Math/commit/51,8.00,679.00,4.00,6.00,14.00,6.00
Math/commit/52,48.00,224.00,24.00,32.00,280.00,27.00
Math/commit/53,20.00,13.00,8.00,10.00,104.00,17.00
Math/commit/54,114.00,117.00,29.00,51.00,804.00,47.00
Math/commit/55,35.00,7.00,6.00,11.00,65.00,15.00
Math/commit/56,6.00,542.00,3.00,4.00,12.00,6.00
Math/commit/57,11.00,61.00,4.00,6.00,26.00,8.00
Math/commit/58,9.00,4.00,4.00,4.00,22.00,12.00
Math/commit/59,203.00,43.00,45.00,92.00,2521.00,86.00
Math/commit/6,151.00,4626.00,47.00,88.00,783.00,117.00
Math/commit/60,6.00,393.00,2.00,4.00,9.00,5.00
Math/commit/61,4.00,426.00,2.00,5.00,7.00,5.00
Math/commit/62,13.00,528.00,3.00,6.00,22.00,9.00
Math/commit/63,59.00,18.00,18.00,28.00,495.00,34.00
Math/commit/64,51.00,1278.00,15.00,25.00,197.00,26.00
Math/commit/65,9.00,8.00,4.00,7.00,24.00,14.00
Math/commit/66,45.00,1829.00,3.00,8.00,24.00,11.00
Math/commit/67,9.00,3.00,4.00,5.00,22.00,7.00
Math/commit/68,49.00,1130.00,18.00,26.00,183.00,27.00
Math/commit/69,6.00,1136.00,3.00,6.00,14.00,6.00
Math/commit/7,14.00,295.00,5.00,9.00,39.00,18.00
Math/commit/70,3.00,86.00,1.00,2.00,4.00,3.00
Math/commit/71,21.00,2837.00,10.00,18.00,70.00,18.00
Math/commit/72,11.00,44.00,4.00,6.00,21.00,8.00
Math/commit/73,10.00,42.00,4.00,6.00,20.00,7.00
Math/commit/74,15.00,1313.00,5.00,11.00,49.00,12.00
Math/commit/75,12.00,6.00,5.00,7.00,38.00,11.00
Math/commit/76,18.00,400.00,7.00,11.00,73.00,12.00
Math/commit/77,118.00,24.00,25.00,40.00,503.00,63.00
Math/commit/78,9.00,690.00,4.00,8.00,23.00,8.00
Math/commit/79,53.00,17.00,16.00,24.00,347.00,29.00
Math/commit/8,4.00,359.00,2.00,4.00,7.00,6.00
Math/commit/80,119.00,36.00,27.00,48.00,1090.00,50.00
Math/commit/81,124.00,1337.00,64.00,82.00,1205.00,55.00
Math/commit/82,5.00,424.00,2.00,4.00,8.00,4.00
Math/commit/83,17.00,33.00,6.00,10.00,52.00,14.00
Math/commit/84,3.00,244.00,1.00,4.00,6.00,3.00
Math/commit/85,4.00,727.00,2.00,4.00,9.00,5.00
Math/commit/86,11.00,104.00,4.00,7.00,31.00,8.00
Math/commit/87,14.00,9.00,6.00,9.00,46.00,14.00
Math/commit/88,16.00,31.00,6.00,9.00,49.00,14.00
Math/commit/89,9.00,5.00,4.00,5.00,27.00,7.00
Math/commit/9,7.00,484.00,4.00,4.00,13.00,8.00
Math/commit/90,14.00,11.00,6.00,6.00,30.00,9.00
Math/commit/91,18.00,8.00,7.00,9.00,46.00,12.00
Math/commit/92,45.00,32.00,19.00,22.00,187.00,34.00
Math/commit/93,28.00,33.00,18.00,20.00,163.00,20.00
Math/commit/94,27.00,24.00,10.00,17.00,140.00,19.00
Math/commit/95,3.00,241.00,2.00,3.00,6.00,3.00
Math/commit/96,17.00,25.00,7.00,9.00,76.00,14.00
Math/commit/97,8.00,974.00,4.00,5.00,12.00,6.00
Math/commit/98,103.00,43.00,30.00,51.00,733.00,58.00
Math/commit/99,29.00,48.00,11.00,17.00,157.00,20.00
Mockito/commit/1,7.00,534.00,4.00,5.00,11.00,8.00
Mockito/commit/10,15.00,474.00,2.00,5.00,10.00,9.00
Mockito/commit/11,2.00,19.00,1.00,2.00,2.00,2.00
Mockito/commit/12,1.00,11.00,1.00,1.00,1.00,1.00
Mockito/commit/13,5.00,315.00,2.00,3.00,5.00,9.00
Mockito/commit/14,7.00,766.00,4.00,21.00,14.00,24.00
Mockito/commit/15,3.00,33.00,1.00,2.00,1.00,2.00
Mockito/commit/16,28.00,415.00,15.00,11.00,132.00,29.00
Mockito/commit/17,6.00,299.00,3.00,15.00,8.00,7.00
Mockito/commit/18,4.00,379.00,2.00,3.00,4.00,7.00
Mockito/commit/19,12.00,443.00,6.00,10.00,14.00,17.00
Mockito/commit/2,1.00,5.00,1.00,1.00,1.00,1.00
Mockito/commit/20,25.00,354.00,3.00,4.00,7.00,6.00
Mockito/commit/21,5.00,45.00,2.00,2.00,4.00,4.00
Mockito/commit/22,2.00,28.00,1.00,2.00,2.00,1.00
Mockito/commit/23,5.00,307.00,2.00,4.00,6.00,7.00
Mockito/commit/24,4.00,259.00,2.00,2.00,4.00,8.00
Mockito/commit/25,29.00,197.00,1.00,14.00,6.00,6.00
Mockito/commit/26,3.00,142.00,1.00,2.00,5.00,2.00
Mockito/commit/27,5.00,263.00,2.00,3.00,6.00,6.00
Mockito/commit/28,3.00,146.00,2.00,2.00,4.00,5.00
Mockito/commit/29,1.00,15.00,1.00,1.00,2.00,1.00
Mockito/commit/3,12.00,581.00,3.00,5.00,10.00,7.00
Mockito/commit/30,12.00,89.00,5.00,12.00,39.00,27.00
Mockito/commit/31,3.00,74.00,1.00,9.00,3.00,4.00
Mockito/commit/32,4.00,161.00,2.00,4.00,3.00,4.00
Mockito/commit/33,4.00,265.00,2.00,3.00,6.00,6.00
Mockito/commit/34,4.00,185.00,2.00,3.00,6.00,5.00
Mockito/commit/35,14.00,11.00,8.00,7.00,51.00,15.00
Mockito/commit/36,7.00,726.00,3.00,10.00,14.00,8.00
Mockito/commit/37,2.00,95.00,1.00,2.00,3.00,2.00
Mockito/commit/38,3.00,34.00,1.00,2.00,2.00,2.00
Mockito/commit/4,24.00,14.00,7.00,15.00,87.00,25.00
Mockito/commit/5,3.00,217.00,2.00,2.00,5.00,3.00
Mockito/commit/6,17.00,38.00,7.00,9.00,79.00,16.00
Mockito/commit/7,18.00,108.00,7.00,10.00,64.00,14.00
Mockito/commit/8,18.00,27.00,6.00,8.00,55.00,13.00
Mockito/commit/9,1.00,27.00,0.00,2.00,1.00,1.00
Time/commit/1,31.00,693.00,13.00,18.00,149.00,23.00
Time/commit/10,7.00,1031.00,4.00,5.00,14.00,7.00
Time/commit/11,39.00,10.00,10.00,15.00,143.00,25.00
Time/commit/12,171.00,80.00,35.00,50.00,890.00,95.00
Time/commit/13,90.00,87.00,23.00,43.00,660.00,44.00
Time/commit/14,13.00,21.00,4.00,7.00,26.00,8.00
Time/commit/15,7.00,6.00,4.00,5.00,18.00,6.00
Time/commit/16,21.00,78.00,9.00,12.00,109.00,18.00
Time/commit/17,49.00,11.00,10.00,17.00,155.00,31.00
Time/commit/18,37.00,31.00,10.00,16.00,171.00,25.00
Time/commit/19,32.00,49.00,11.00,15.00,141.00,27.00
Time/commit/2,30.00,845.00,12.00,18.00,159.00,23.00
Time/commit/20,165.00,65.00,31.00,43.00,1360.00,67.00
Time/commit/22,19.00,7.00,8.00,10.00,72.00,16.00
Time/commit/23,37.00,117.00,12.00,18.00,151.00,28.00
Time/commit/24,13.00,77.00,5.00,8.00,37.00,10.00
Time/commit/25,31.00,40.00,11.00,16.00,136.00,26.00
Time/commit/27,79.00,43.00,19.00,26.00,479.00,38.00
Time/commit/3,32.00,17.00,12.00,15.00,196.00,25.00
Time/commit/4,27.00,185.00,10.00,14.00,137.00,19.00
Time/commit/5,66.00,65.00,14.00,19.00,354.00,46.00
Time/commit/6,41.00,322.00,21.00,26.00,222.00,30.00
Time/commit/7,22.00,83.00,9.00,12.00,112.00,18.00
Time/commit/8,37.00,43.00,12.00,18.00,160.00,28.00
Time/commit/9,37.00,30.00,11.00,17.00,150.00,28.00
