url,RMD,GTG,GTS,IJM,MTD,GT2
JacksonDatabind/commit/49,2.25,61.00,2.00,7.50,3.00,2.25
JacksonDatabind/commit/5,47.50,43.25,15.75,27.75,155.75,27.00
JacksonDatabind/commit/50,37.50,385.00,12.50,21.25,149.50,23.50
JacksonDatabind/commit/51,8.75,1013.50,4.25,7.00,16.00,11.50
JacksonDatabind/commit/52,94.25,544.25,29.25,66.00,403.75,60.00
JacksonDatabind/commit/53,102.50,499.50,29.50,49.50,300.50,52.00
JacksonDatabind/commit/54,9.25,778.75,5.00,8.50,18.00,7.75
JacksonDatabind/commit/55,7.00,606.50,3.00,4.75,11.00,6.50
JacksonDatabind/commit/56,11.50,336.00,4.75,10.75,33.25,12.50
JacksonDatabind/commit/57,88.00,39.00,35.25,51.25,462.00,67.25
JacksonDatabind/commit/58,28.25,86.00,10.00,17.25,111.00,21.75
JacksonDatabind/commit/59,81.50,2437.75,39.00,59.75,307.00,65.50
JacksonDatabind/commit/60,12.75,61.25,5.50,36.50,29.00,21.50
JacksonDatabind/commit/61,219.75,790.25,52.50,97.75,1652.75,151.00
JacksonDatabind/commit/62,14.25,111.00,9.00,12.25,42.50,22.00
JacksonDatabind/commit/63,14.00,129.00,5.75,11.25,35.50,13.50
JacksonDatabind/commit/65,46.75,39.50,17.00,23.75,101.75,34.75
JacksonDatabind/commit/66,25.25,34.25,9.50,26.25,50.25,19.25
JacksonDatabind/commit/67,126.75,56.75,30.75,45.00,639.50,61.75
JacksonDatabind/commit/69,13.00,69.50,6.00,12.25,32.75,12.75
JacksonDatabind/commit/7,61.00,15.75,16.25,32.50,321.25,35.75
JacksonDatabind/commit/70,16.50,23.25,6.75,11.75,49.50,16.00
JacksonDatabind/commit/71,17.75,281.50,6.50,11.00,38.50,16.00
JacksonDatabind/commit/72,4.25,400.50,4.25,4.25,8.75,7.75
JacksonDatabind/commit/73,124.25,51.00,35.25,67.50,392.25,82.00
JacksonDatabind/commit/74,5.00,500.00,2.25,4.50,7.75,5.50
JacksonDatabind/commit/75,9.25,700.75,4.25,8.25,12.50,10.50
JacksonDatabind/commit/76,28.00,168.50,9.25,15.75,112.25,17.25
JacksonDatabind/commit/77,65.25,65.50,16.00,31.75,170.00,42.50
JacksonDatabind/commit/78,36.75,50.00,14.75,24.75,136.00,30.00
JacksonDatabind/commit/79,114.25,1209.50,42.50,63.25,444.25,99.00
JacksonDatabind/commit/8,11.75,24.75,4.75,10.50,31.75,12.75
JacksonDatabind/commit/80,10.25,116.50,4.50,7.50,28.50,9.75
JacksonDatabind/commit/81,95.75,988.25,28.25,48.75,428.25,67.50
JacksonDatabind/commit/82,48.50,613.00,14.00,26.25,145.00,26.75
JacksonDatabind/commit/83,10.50,65.25,4.00,7.25,19.00,11.75
JacksonDatabind/commit/84,3.50,126.75,2.25,3.25,4.00,3.00
JacksonDatabind/commit/86,3.50,156.50,1.75,4.00,14.25,3.00
JacksonDatabind/commit/87,27.25,735.00,9.25,20.50,53.25,16.50
JacksonDatabind/commit/88,5.00,433.00,2.25,4.25,6.50,4.75
JacksonDatabind/commit/89,37.25,27.00,14.75,19.25,132.50,26.25
JacksonDatabind/commit/90,31.00,1865.50,12.75,24.25,55.25,25.75
JacksonDatabind/commit/91,18.25,10.25,6.25,9.75,42.75,14.25
JacksonDatabind/commit/92,52.25,38.25,18.75,29.75,161.00,42.00
JacksonDatabind/commit/93,5.50,187.50,2.00,3.50,4.00,3.50
JacksonDatabind/commit/94,3.00,167.75,1.50,3.00,3.50,3.25
JacksonDatabind/commit/95,72.75,589.25,24.25,39.00,310.75,51.25
JacksonDatabind/commit/96,132.00,94.75,40.00,67.00,859.50,75.50
JacksonDatabind/commit/97,3.50,158.00,2.50,5.25,5.25,4.25
JacksonDatabind/commit/98,17.00,155.00,6.50,10.50,46.50,12.75
JacksonDatabind/commit/99,5.50,940.75,4.00,6.50,12.00,5.75
JacksonXml/commit/1,34.75,307.25,12.00,23.00,81.75,23.75
JacksonXml/commit/2,19.50,53.25,6.00,14.75,36.25,11.75
JacksonXml/commit/3,22.75,113.00,7.50,14.00,58.75,15.75
JacksonXml/commit/4,9.75,489.50,4.00,6.75,16.00,11.25
JacksonXml/commit/5,6.00,726.00,3.25,5.75,10.75,9.75
JacksonXml/commit/6,45.00,14.00,15.00,21.75,144.00,29.50
Jsoup/commit/1,6.75,292.50,3.25,3.25,7.25,5.75
Jsoup/commit/10,18.25,38.75,6.00,14.50,47.25,18.25
Jsoup/commit/11,15.50,146.50,6.50,10.00,38.25,11.25
Jsoup/commit/12,23.00,29.25,9.00,12.50,50.75,14.50
Jsoup/commit/13,32.25,12.00,11.50,19.50,86.25,21.00
Jsoup/commit/14,171.25,846.75,32.50,76.50,496.50,44.25
Jsoup/commit/15,351.75,32.50,33.00,77.50,765.00,67.25
Jsoup/commit/16,2.25,36.00,1.00,2.00,2.50,1.50
Jsoup/commit/17,362.25,29.00,29.00,75.00,645.25,54.75
Jsoup/commit/18,7.25,519.00,2.50,5.00,9.75,5.25
Jsoup/commit/19,17.25,11.75,7.50,9.50,41.75,15.00
Jsoup/commit/2,18.75,88.25,8.00,12.50,37.25,13.50
Jsoup/commit/20,4.50,502.25,2.50,4.25,7.00,4.75
Jsoup/commit/23,28.75,1969.50,9.50,24.00,28.00,13.50
Jsoup/commit/24,215.00,80.00,35.50,92.50,523.50,54.50
Jsoup/commit/25,9.25,712.25,5.25,7.75,14.25,7.75
Jsoup/commit/26,8.50,449.25,3.75,3.50,6.00,5.50
Jsoup/commit/27,5.25,536.75,2.75,5.00,7.75,5.00
Jsoup/commit/28,56.75,2753.00,18.00,27.75,46.50,36.50
Jsoup/commit/29,10.25,10.25,4.75,11.00,25.75,15.25
Jsoup/commit/3,203.75,562.25,36.50,67.00,239.50,76.50
Jsoup/commit/31,209.25,993.50,45.50,111.50,591.75,65.00
Jsoup/commit/33,43.50,21.00,13.50,37.25,131.25,28.50
Jsoup/commit/34,14.75,31.25,6.50,9.75,23.50,8.00
Jsoup/commit/35,497.50,4418.00,50.00,121.75,895.50,101.75
Jsoup/commit/36,15.00,1175.25,4.75,14.75,14.75,11.25
Jsoup/commit/37,71.50,25.00,32.00,36.50,249.25,50.75
Jsoup/commit/38,386.75,6309.50,74.25,148.50,1568.00,87.75
Jsoup/commit/39,16.75,1365.75,8.50,10.50,19.75,9.00
Jsoup/commit/4,194.25,208.75,124.25,508.00,906.50,215.25
Jsoup/commit/40,2.00,44.25,1.00,1.75,2.00,1.75
Jsoup/commit/41,46.00,15.00,20.75,34.50,220.75,36.25
Jsoup/commit/42,5.00,341.50,2.75,4.50,7.50,4.25
Jsoup/commit/43,57.25,27.50,20.50,33.75,265.25,40.00
Jsoup/commit/44,4.50,156.75,1.50,3.75,10.00,5.25
Jsoup/commit/45,33.75,192.25,11.25,20.75,120.50,20.00
Jsoup/commit/46,15.50,322.50,5.50,8.50,24.50,10.25
Jsoup/commit/47,16.25,363.50,4.75,12.00,25.25,11.50
Jsoup/commit/48,83.50,99.50,26.25,52.25,302.75,59.00
Jsoup/commit/49,37.75,14.50,15.00,18.25,107.75,35.25
Jsoup/commit/5,16.50,38.75,5.75,14.50,38.50,14.25
Jsoup/commit/50,14.25,174.00,4.50,13.00,24.75,13.00
Jsoup/commit/51,14.75,6.00,5.75,15.25,37.75,11.00
Jsoup/commit/52,35.00,705.50,13.00,22.50,45.00,25.75
Jsoup/commit/53,14.75,42.75,4.75,11.75,30.75,15.00
Jsoup/commit/54,9.75,1017.00,4.75,10.50,21.25,16.25
Jsoup/commit/55,227.25,64.75,43.50,122.00,556.75,64.00
Jsoup/commit/56,601.50,871.50,116.75,230.25,1363.50,166.25
Jsoup/commit/57,11.00,12.00,4.25,7.25,24.50,10.00
Jsoup/commit/58,30.00,3394.00,15.00,31.00,51.75,24.50
Jsoup/commit/59,11.00,202.25,6.25,13.25,30.50,8.25
Jsoup/commit/6,169.00,176.75,116.00,533.50,930.00,183.50
Jsoup/commit/60,41.75,45.50,13.50,31.50,82.50,33.75
Jsoup/commit/61,61.50,40.50,20.25,34.50,264.25,49.75
Jsoup/commit/62,373.75,48.25,36.50,96.00,778.25,75.25
Jsoup/commit/64,372.25,33.75,34.25,90.00,718.25,64.25
Jsoup/commit/65,448.25,588.50,70.75,153.75,959.25,105.50
Jsoup/commit/66,77.25,27.50,25.25,37.50,339.50,58.25
Jsoup/commit/67,47.50,23.50,13.50,39.25,162.75,33.25
Jsoup/commit/68,51.25,31.75,21.50,40.25,162.50,45.00
Jsoup/commit/69,7.25,283.25,2.00,3.00,5.00,8.50
Jsoup/commit/7,16.00,1097.50,9.25,8.50,16.25,8.00
Jsoup/commit/70,89.50,27.25,26.00,45.75,337.75,61.25
Jsoup/commit/71,62.50,2737.50,31.00,53.00,168.75,44.50
Jsoup/commit/72,33.00,38.50,15.50,21.50,70.25,17.75
Jsoup/commit/73,15.25,1169.00,8.00,38.50,18.00,15.25
Jsoup/commit/74,10.25,27.75,4.25,13.00,22.75,10.50
Jsoup/commit/75,31.50,32.25,8.50,17.25,50.50,19.00
Jsoup/commit/76,403.25,58.50,64.50,158.25,1171.75,91.75
Jsoup/commit/77,6.75,645.50,2.75,6.00,17.25,6.00
Jsoup/commit/78,19.25,255.25,7.00,23.50,35.50,23.75
Jsoup/commit/79,3.00,117.25,1.25,5.00,6.75,3.00
Jsoup/commit/8,24.50,4.75,5.75,12.25,43.25,11.00
Jsoup/commit/80,6.75,787.00,3.75,10.00,18.25,7.50
Jsoup/commit/81,18.75,340.25,8.25,19.50,31.00,21.00
Jsoup/commit/82,19.25,345.75,8.25,17.00,37.00,21.75
Jsoup/commit/84,10.75,1300.25,5.00,15.75,19.25,15.50
Jsoup/commit/86,6.25,128.50,4.75,2.75,3.75,5.00
Jsoup/commit/87,782.75,13037.50,235.00,283.25,4048.25,274.00
Jsoup/commit/88,6.00,622.25,4.25,5.75,11.50,6.00
Jsoup/commit/89,10.00,649.75,4.00,9.25,17.00,7.25
Jsoup/commit/9,178.50,157.50,179.75,556.75,893.75,203.50
Jsoup/commit/90,87.00,44.75,22.00,47.75,357.00,58.75
Jsoup/commit/91,22.00,13.25,9.25,14.75,56.25,15.75
Jsoup/commit/92,86.50,696.00,32.50,70.75,216.25,63.25
Jsoup/commit/93,6.50,438.25,2.50,7.50,8.00,5.75
JxPath/commit/1,88.50,305.00,32.75,57.75,285.50,84.50
JxPath/commit/10,4.00,186.50,3.25,3.00,9.50,7.00
JxPath/commit/11,8.50,725.75,5.00,14.00,11.50,8.75
JxPath/commit/12,46.50,109.00,19.25,31.50,136.75,40.75
JxPath/commit/14,43.50,18.75,13.25,33.00,119.00,30.50
JxPath/commit/15,2.25,71.25,1.00,4.00,2.50,2.00
JxPath/commit/16,86.75,154.00,26.00,42.00,251.75,72.00
JxPath/commit/18,7.00,93.25,2.25,10.50,3.50,4.00
JxPath/commit/19,97.25,58.75,30.00,61.00,258.25,72.00
JxPath/commit/2,3.00,172.25,1.50,5.25,5.00,3.75
JxPath/commit/20,6.75,252.75,3.50,4.75,6.50,8.25
JxPath/commit/21,8.50,655.00,3.25,12.50,11.00,10.25
JxPath/commit/22,47.00,44.50,19.00,24.25,144.00,43.50
JxPath/commit/3,7.00,692.25,6.25,12.25,14.50,6.25
JxPath/commit/5,15.25,16.75,6.00,10.75,43.25,14.75
JxPath/commit/6,5.00,255.25,2.25,3.50,5.50,4.50
JxPath/commit/7,103.75,39.75,23.25,16.00,11.25,17.50
JxPath/commit/8,6.00,184.75,3.75,5.50,6.25,7.25
Lang/commit/1,52.50,628.25,21.00,30.00,200.75,30.25
Lang/commit/10,40.75,39.25,21.25,26.25,154.00,46.50
Lang/commit/11,10.75,1696.50,6.00,10.50,20.50,9.50
Lang/commit/12,10.75,1780.75,6.75,7.75,19.25,11.75
Lang/commit/13,10.00,1057.25,4.50,7.75,17.75,11.25
Lang/commit/14,540.50,289.75,246.00,102.75,4645.75,203.50
Lang/commit/15,43.00,72.00,17.25,23.25,145.50,31.00
Lang/commit/16,36.25,465.25,13.25,20.50,152.25,23.25
Lang/commit/17,3.00,167.75,1.50,2.50,4.00,3.00
Lang/commit/18,45.50,439.25,14.75,20.50,221.75,30.75
Lang/commit/19,5.25,227.50,1.50,3.25,3.50,2.25
Lang/commit/20,542.50,313.50,263.50,89.00,4591.75,192.25
Lang/commit/21,55.25,53.25,19.00,29.50,297.75,34.00
Lang/commit/22,31.75,29.00,9.50,16.25,94.25,19.00
Lang/commit/23,15.00,5.75,6.00,10.25,44.00,12.25
Lang/commit/24,70.25,262.75,17.75,27.00,248.50,39.25
Lang/commit/26,71.50,26.75,22.00,29.25,469.50,44.00
Lang/commit/27,45.50,648.75,21.25,32.75,206.00,29.00
Lang/commit/28,3.00,110.25,1.25,2.50,2.75,2.75
Lang/commit/29,29.25,14.75,12.25,10.25,168.25,23.00
Lang/commit/3,61.50,685.50,21.00,27.50,206.50,42.00
Lang/commit/30,278.25,154.75,55.25,100.25,2880.25,128.25
Lang/commit/31,221.50,75.00,74.75,80.00,2829.00,111.50
Lang/commit/32,18.00,10.25,7.25,10.00,59.50,15.00
Lang/commit/33,42.00,18.25,16.50,18.25,141.25,35.50
Lang/commit/34,86.00,21.75,22.00,34.00,413.75,42.25
Lang/commit/35,171.25,80.75,45.50,70.75,1762.75,93.25
Lang/commit/36,47.25,693.25,18.25,34.75,180.75,31.25
Lang/commit/37,185.00,59.00,42.25,66.00,1729.75,106.00
Lang/commit/38,67.25,22.25,20.50,26.00,321.00,41.50
Lang/commit/39,226.25,323.50,50.75,75.00,2382.25,108.75
Lang/commit/4,3.25,89.00,1.25,3.00,3.25,3.00
Lang/commit/40,213.00,54.50,50.75,64.50,2303.25,97.00
Lang/commit/41,32.75,25.00,10.00,14.50,122.25,21.00
Lang/commit/43,19.00,48.00,8.75,14.00,46.75,17.75
Lang/commit/44,18.25,436.75,7.00,12.75,41.50,12.50
Lang/commit/45,12.50,39.75,5.25,8.25,35.25,9.75
Lang/commit/46,36.25,305.00,9.75,13.25,71.25,18.25
Lang/commit/47,96.00,74.00,29.00,46.50,707.00,53.00
Lang/commit/48,24.50,123.25,12.00,15.75,72.25,19.50
Lang/commit/49,26.75,13.00,10.25,16.00,119.25,23.25
Lang/commit/50,57.50,76.00,17.00,26.00,298.50,34.50
Lang/commit/51,17.75,125.25,8.25,11.00,60.75,14.75
Lang/commit/52,16.25,276.25,7.25,10.25,44.25,14.00
Lang/commit/53,24.50,205.50,9.75,14.75,94.50,18.00
Lang/commit/54,7.75,629.75,3.75,5.50,12.75,6.50
Lang/commit/55,4.25,474.50,2.50,3.25,7.00,4.00
Lang/commit/56,57.75,19.75,17.00,26.25,305.25,35.00
Lang/commit/57,7.25,560.75,3.50,5.00,12.50,7.25
Lang/commit/58,44.75,558.00,17.25,24.00,207.75,27.25
Lang/commit/59,89.25,52.50,31.75,34.00,532.75,50.25
Lang/commit/6,2.50,157.75,1.50,2.75,3.75,2.50
Lang/commit/60,76.50,33.00,31.75,39.50,524.75,45.50
Lang/commit/61,98.50,57.50,29.75,55.00,655.25,61.25
Lang/commit/63,50.50,205.50,7.25,14.75,74.25,15.00
Lang/commit/64,2.75,425.50,2.00,2.25,4.75,3.25
Lang/commit/65,23.00,198.75,9.50,14.00,91.25,17.25
Lang/commit/7,37.25,507.50,12.75,20.75,160.50,24.50
Lang/commit/8,47.75,37.50,18.50,22.25,172.00,30.25
Lang/commit/9,28.00,60.75,10.50,14.75,106.75,20.50
Math/commit/1,59.00,224.00,20.75,27.00,183.25,42.00
Math/commit/10,78.50,62.25,23.25,45.25,653.00,52.00
Math/commit/100,7.50,38.25,3.25,6.25,15.00,6.75
Math/commit/101,11.75,48.75,5.25,8.25,35.75,10.50
Math/commit/102,9.25,18.75,4.50,8.50,25.75,9.00
Math/commit/103,3.50,225.75,2.50,3.00,6.75,4.00
Math/commit/104,6.00,755.50,3.00,4.25,9.75,5.00
Math/commit/105,6.00,15.75,3.75,4.25,15.75,6.50
Math/commit/106,4.75,427.50,2.50,4.00,7.25,4.25
Math/commit/11,6.25,652.75,2.75,5.25,11.50,7.75
Math/commit/12,4.00,278.50,2.25,4.00,7.00,4.00
Math/commit/13,10.50,5.00,5.75,7.75,36.25,25.75
Math/commit/14,6.50,655.25,3.75,5.50,12.00,13.00
Math/commit/15,223.50,270.00,51.75,87.25,2213.00,94.00
Math/commit/16,230.00,346.25,52.50,103.75,2146.50,101.25
Math/commit/17,119.25,28.75,30.25,52.25,721.00,52.00
Math/commit/18,92.50,136.25,26.00,37.25,480.25,59.50
Math/commit/19,79.50,96.00,20.25,32.25,445.75,53.75
Math/commit/2,8.00,4.75,4.00,5.75,18.25,9.75
Math/commit/20,69.25,113.25,20.50,33.75,441.50,46.75
Math/commit/21,19.25,952.50,3.00,6.75,11.50,6.00
Math/commit/22,7.25,812.75,5.00,6.50,14.25,9.25
Math/commit/23,11.50,1273.00,5.25,8.75,21.00,8.75
Math/commit/24,10.50,1223.50,4.50,8.25,19.00,9.25
Math/commit/25,8.00,682.75,4.25,9.00,20.00,8.50
Math/commit/26,20.00,112.00,10.50,12.50,56.75,16.00
Math/commit/27,17.25,6.50,6.75,9.75,52.25,14.00
Math/commit/28,6.75,956.50,3.00,5.50,10.50,5.50
Math/commit/29,29.50,20.75,9.75,15.75,118.25,20.75
Math/commit/3,58.00,126.50,23.50,31.25,363.50,43.75
Math/commit/30,4.00,509.00,2.75,3.50,8.00,6.25
Math/commit/31,21.75,406.25,2.00,9.25,9.50,15.00
Math/commit/32,16.50,106.75,6.00,9.50,42.00,19.00
Math/commit/33,21.25,56.00,9.00,12.50,61.25,20.00
Math/commit/34,4.00,380.00,2.00,3.00,7.00,6.00
Math/commit/35,2.00,88.25,1.50,1.75,3.00,3.00
Math/commit/36,34.00,16.75,13.50,15.75,136.75,25.25
Math/commit/37,27.00,44.75,12.00,12.00,148.50,23.75
Math/commit/38,313.00,278.00,65.75,82.25,1624.75,71.50
Math/commit/39,10.75,1261.75,5.00,10.25,32.00,9.75
Math/commit/4,9.25,1260.00,5.00,8.25,19.25,17.00
Math/commit/40,14.50,885.00,5.50,11.50,30.00,11.50
Math/commit/41,9.25,121.00,5.00,7.50,33.25,11.00
Math/commit/42,23.25,57.50,10.00,14.50,67.00,18.75
Math/commit/43,19.00,16.25,9.00,10.00,53.25,21.50
Math/commit/44,10.25,269.75,5.25,8.50,25.50,18.75
Math/commit/45,7.50,5.00,3.50,5.50,16.75,6.25
Math/commit/46,24.00,71.25,11.25,11.00,134.75,21.75
Math/commit/47,31.00,86.50,16.00,12.75,153.50,28.75
Math/commit/48,6.75,663.25,3.25,5.50,10.50,5.25
Math/commit/49,34.50,26.25,11.50,17.75,136.50,22.75
Math/commit/5,32.00,22.00,14.00,12.00,159.25,28.25
Math/commit/50,6.25,712.50,3.00,6.00,10.00,5.50
Math/commit/51,6.25,708.50,3.00,5.75,10.50,5.75
Math/commit/52,48.00,235.00,22.00,27.25,237.75,29.75
Math/commit/53,17.00,11.75,8.00,9.25,81.75,16.50
Math/commit/54,121.50,130.25,38.50,50.25,695.25,57.00
Math/commit/55,30.25,6.75,6.75,10.75,54.50,15.00
Math/commit/56,6.75,599.50,3.25,4.75,11.75,5.75
Math/commit/57,10.25,67.00,4.00,6.25,21.75,8.50
Math/commit/58,8.75,4.00,4.00,4.75,18.25,11.25
Math/commit/59,328.25,96.50,90.25,129.00,2487.50,138.00
Math/commit/6,196.50,5831.75,76.75,134.50,756.75,163.50
Math/commit/60,7.00,541.75,3.75,4.75,10.75,7.50
Math/commit/61,4.00,460.50,2.00,6.00,6.75,5.00
Math/commit/62,13.50,713.25,3.50,6.00,22.75,11.50
Math/commit/63,83.50,30.75,31.50,40.25,535.25,52.75
Math/commit/64,51.50,1626.75,16.25,28.00,178.75,29.25
Math/commit/65,9.50,6.00,4.25,6.25,19.00,14.50
Math/commit/66,42.50,2476.50,4.00,8.25,19.00,11.75
Math/commit/67,8.00,3.75,3.25,5.75,19.00,8.25
Math/commit/68,48.50,1398.00,15.50,28.00,177.75,31.00
Math/commit/69,7.25,1344.25,3.50,6.25,13.50,7.75
Math/commit/7,14.00,338.75,6.75,12.50,36.75,21.25
Math/commit/70,3.25,113.75,2.00,3.25,4.75,3.75
Math/commit/71,20.00,3557.50,10.25,20.50,58.25,21.00
Math/commit/72,9.25,44.75,3.75,6.25,17.00,7.25
Math/commit/73,9.00,38.75,3.50,6.00,16.25,7.00
Math/commit/74,13.50,1465.50,6.00,12.00,37.25,12.50
Math/commit/75,15.75,8.75,7.75,9.00,40.75,13.75
Math/commit/76,17.50,457.50,7.00,11.25,55.75,12.00
Math/commit/77,87.50,29.75,31.75,45.50,417.75,53.25
Math/commit/78,9.25,766.50,4.50,8.25,20.75,9.25
Math/commit/79,56.75,25.25,23.75,28.75,294.00,34.50
Math/commit/8,4.50,400.75,2.50,3.50,7.50,6.75
Math/commit/80,137.00,53.25,40.50,61.25,977.75,66.75
Math/commit/81,121.75,1544.50,33.00,65.50,915.75,67.50
Math/commit/82,5.00,503.00,2.25,4.25,8.00,4.25
Math/commit/83,15.25,36.25,6.25,10.75,43.00,15.25
Math/commit/84,3.25,251.00,1.75,3.75,5.50,3.75
Math/commit/85,5.25,822.50,2.50,4.50,9.00,5.00
Math/commit/86,13.25,126.00,6.50,8.50,31.00,20.25
Math/commit/87,14.75,10.25,6.50,11.25,44.00,15.25
Math/commit/88,16.25,33.75,6.50,11.50,42.25,15.75
Math/commit/89,9.00,5.00,4.00,5.25,21.75,7.50
Math/commit/9,5.25,492.75,2.75,4.25,10.00,7.25
Math/commit/90,12.75,13.00,7.50,7.25,26.25,9.75
Math/commit/91,23.25,8.25,7.25,9.50,41.25,12.00
Math/commit/92,32.25,27.00,12.00,21.00,138.50,28.50
Math/commit/93,23.75,24.25,9.75,17.25,118.50,17.75
Math/commit/94,23.50,24.25,10.25,16.25,110.25,18.50
Math/commit/95,3.25,245.75,2.00,3.00,5.00,3.25
Math/commit/96,17.00,25.75,7.50,9.00,63.75,14.50
Math/commit/97,8.75,1117.50,3.25,5.75,12.50,5.75
Math/commit/98,108.50,49.50,33.50,54.25,627.50,64.25
Math/commit/99,35.00,63.75,16.00,22.50,150.50,27.50
Mockito/commit/1,5.75,582.50,2.75,4.50,9.00,7.50
Mockito/commit/10,12.00,484.75,2.75,4.50,10.50,9.25
Mockito/commit/11,1.25,19.75,1.00,1.50,1.75,1.75
Mockito/commit/12,1.00,11.25,0.75,1.00,1.00,1.00
Mockito/commit/13,4.00,302.00,1.75,3.75,4.50,8.75
Mockito/commit/14,8.75,796.75,4.00,23.25,12.25,26.75
Mockito/commit/15,3.00,36.00,1.00,2.25,1.50,1.75
Mockito/commit/16,28.00,449.50,16.25,11.75,124.50,34.75
Mockito/commit/17,7.00,505.00,5.75,24.50,11.25,10.75
Mockito/commit/18,4.50,803.50,3.50,5.75,8.25,18.75
Mockito/commit/19,17.25,710.00,7.25,17.25,16.25,19.75
Mockito/commit/2,2.25,9.25,0.25,3.00,1.00,2.25
Mockito/commit/20,29.25,582.00,2.50,6.75,10.75,11.25
Mockito/commit/21,9.75,101.25,1.75,5.00,6.25,8.50
Mockito/commit/22,2.25,64.25,1.75,2.25,2.75,2.25
Mockito/commit/23,4.75,392.25,2.00,3.75,6.75,7.00
Mockito/commit/24,3.75,302.75,2.00,2.75,4.75,7.25
Mockito/commit/25,19.75,192.75,1.75,14.00,5.25,5.75
Mockito/commit/26,2.75,143.00,1.25,2.25,4.00,2.75
Mockito/commit/27,5.00,290.25,2.25,3.75,7.00,6.75
Mockito/commit/28,2.75,153.25,1.50,2.25,3.50,5.75
Mockito/commit/29,1.00,15.75,0.75,1.25,1.25,1.00
Mockito/commit/3,11.50,632.25,3.00,5.50,11.25,8.00
Mockito/commit/30,11.25,88.25,5.25,10.50,31.50,26.75
Mockito/commit/31,2.00,73.00,1.00,8.00,3.00,4.00
Mockito/commit/32,4.00,172.25,1.00,5.00,3.00,3.50
Mockito/commit/33,4.25,293.00,2.25,3.50,6.00,7.00
Mockito/commit/34,3.00,180.25,1.75,2.75,4.25,4.50
Mockito/commit/35,9.25,8.00,5.00,5.75,35.00,11.00
Mockito/commit/36,6.50,754.25,3.25,10.25,12.50,7.50
Mockito/commit/37,3.00,100.50,1.25,2.25,2.50,2.75
Mockito/commit/38,2.25,36.25,1.00,2.00,2.00,2.50
Mockito/commit/4,21.25,15.50,8.75,15.75,76.25,25.00
Mockito/commit/5,2.25,201.75,1.75,2.25,4.00,2.75
Mockito/commit/6,12.75,33.75,6.75,8.00,59.25,15.25
Mockito/commit/7,15.00,109.50,6.25,9.25,49.50,12.25
Mockito/commit/8,18.75,28.50,7.50,9.00,50.50,15.00
Mockito/commit/9,0.75,26.75,1.00,1.75,1.00,1.50
Time/commit/1,30.00,735.25,12.00,18.25,125.00,25.25
Time/commit/10,6.75,1056.75,3.50,5.00,12.25,7.50
Time/commit/11,32.75,10.00,10.25,15.25,118.25,24.25
Time/commit/12,102.00,90.00,45.25,45.25,685.50,83.75
Time/commit/13,77.25,64.75,25.25,38.75,479.50,45.00
Time/commit/14,9.00,18.75,4.00,7.00,19.25,7.75
Time/commit/15,6.00,5.50,2.75,4.75,13.75,6.25
Time/commit/16,17.50,70.50,8.25,11.75,84.00,16.75
Time/commit/17,40.00,10.00,11.00,16.00,117.25,30.25
Time/commit/18,35.25,37.25,13.25,17.75,150.50,26.75
Time/commit/19,28.50,49.50,10.25,15.75,118.00,26.25
Time/commit/2,30.25,905.00,14.25,19.75,132.25,25.25
Time/commit/20,132.00,63.75,30.50,45.00,986.50,69.50
Time/commit/22,14.50,6.00,6.25,9.50,53.25,15.00
Time/commit/23,31.25,120.00,11.75,16.75,113.50,27.75
Time/commit/24,11.00,78.25,5.00,7.50,30.00,9.75
Time/commit/25,32.75,41.25,12.00,15.75,115.75,30.00
Time/commit/27,68.50,44.00,19.50,27.50,400.25,37.00
Time/commit/3,36.25,25.75,18.75,18.25,177.25,29.75
Time/commit/4,23.00,198.25,9.75,13.75,108.00,19.00
Time/commit/5,48.00,71.75,17.75,21.00,257.25,38.00
Time/commit/6,32.50,298.75,12.25,20.00,161.00,28.25
Time/commit/7,20.00,79.75,9.50,11.75,89.75,18.50
Time/commit/8,35.50,45.75,13.75,17.75,137.25,30.50
Time/commit/9,30.50,26.00,10.25,16.50,117.25,27.50
