url,srcFileName,ignoredMappings,ignoredElements,RMD_TP_raw_abstractMapping,RMD_TP_abstractMapping,RMD_FP_abstractMapping,RMD_FN_abstractMapping,RMD_TP_raw_programElement,RMD_TP_programElement,RMD_FP_programElement,RMD_FN_programElement,GTG_TP_raw_abstractMapping,GTG_TP_abstractMapping,GTG_FP_abstractMapping,GTG_FN_abstractMapping,GTG_TP_raw_programElement,GTG_TP_programElement,GTG_FP_programElement,GTG_FN_programElement,GTS_TP_raw_abstractMapping,GTS_TP_abstractMapping,GTS_FP_abstractMapping,GTS_FN_abstractMapping,GTS_TP_raw_programElement,GTS_TP_programElement,GTS_FP_programElement,GTS_FN_programElement,IJM_TP_raw_abstractMapping,IJM_TP_abstractMapping,IJM_FP_abstractMapping,IJM_FN_abstractMapping,IJM_TP_raw_programElement,IJM_TP_programElement,IJM_FP_programElement,IJM_FN_programElement,MTD_TP_raw_abstractMapping,MTD_TP_abstractMapping,MTD_FP_abstractMapping,MTD_FN_abstractMapping,MTD_TP_raw_programElement,MTD_TP_programElement,MTD_FP_programElement,MTD_FN_programElement,GT2_TP_raw_abstractMapping,GT2_TP_abstractMapping,GT2_FP_abstractMapping,GT2_FN_abstractMapping,GT2_TP_raw_programElement,GT2_TP_programElement,GT2_FP_programElement,GT2_FN_programElement
https://github.com/CyanogenMod/android_frameworks_base/commit/f166866cd68efa963534c5bc7fc9ca38e4aa2838,packages.SettingsProvider.src.com.android.providers.settings.DatabaseHelper,1808,55,1846,38,0,1,57,2,0,0,1847,39,0,0,57,2,0,0,1846,38,0,1,57,2,0,0,1847,39,0,0,57,2,0,0,1847,39,0,0,57,2,0,0,1847,39,0,0,57,2,0,0
https://github.com/CyanogenMod/android_frameworks_base/commit/f1b8ae1c44e6ba46118c2f66eae1725259acdccc,core.java.com.android.internal.widget.LockPatternUtils,904,184,912,8,0,0,186,2,0,0,911,7,3,1,185,1,1,1,911,7,1,1,185,1,1,1,908,4,0,4,186,2,0,0,911,7,3,1,185,1,1,1,911,7,1,1,185,1,0,1
https://github.com/CyanogenMod/android_frameworks_base/commit/f1b8ae1c44e6ba46118c2f66eae1725259acdccc,core.java.com.android.internal.widget.LockPatternView,607,141,627,20,0,0,146,5,0,0,626,19,1,1,145,4,1,1,626,19,1,1,145,4,1,1,625,18,0,2,146,5,0,0,625,18,1,2,145,4,1,1,626,19,1,1,146,5,0,0
https://github.com/FasterXML/jackson-databind/commit/cfe88fe3fbcc6b02ca55cee7b1f4ab13e249edea,src.main.java.com.fasterxml.jackson.databind.type.TypeFactory,505,67,546,41,0,0,72,5,0,0,542,37,3,4,71,4,1,1,542,37,3,4,71,4,1,1,544,39,2,2,72,5,0,0,542,37,3,4,69,2,3,3,543,38,3,3,71,4,1,1
https://github.com/HdrHistogram/HdrHistogram/commit/0e65ac4da70c6ca5c67bb8418e67db914218042f,src.main.java.org.HdrHistogram.HistogramLogProcessor,76,19,177,101,0,0,21,2,0,0,177,101,0,0,21,2,0,0,176,100,0,1,21,2,0,0,174,98,1,3,21,2,0,0,173,97,2,4,21,2,0,0,177,101,0,0,21,2,0,0
https://github.com/JetBrains/MPS/commit/61b5decd4a4e5e6bbdea99eb76f136ca10915b73,editor.editor-runtime.source.jetbrains.mps.nodeEditor.cellProviders.AbstractCellListHandler,55,21,59,4,0,0,24,3,0,0,58,3,1,1,23,2,1,1,58,3,1,1,23,2,1,1,58,3,1,1,24,3,0,0,58,3,1,1,24,3,0,0,58,3,1,1,22,1,1,2
https://github.com/JetBrains/MPS/commit/ce4b0e22659c16ae83d421f9621fd3e922750764,core.project.source.jetbrains.mps.project.AbstractModule,516,77,533,17,0,0,79,2,0,0,532,16,1,1,78,1,1,1,532,16,1,1,78,1,1,1,529,13,0,4,79,2,0,0,531,15,1,2,78,1,1,1,532,16,1,1,78,1,1,1
https://github.com/JetBrains/MPS/commit/ce4b0e22659c16ae83d421f9621fd3e922750764,core.project.source.jetbrains.mps.smodel.Generator,107,27,113,6,0,0,29,2,0,0,112,5,1,1,29,2,0,0,112,5,1,1,29,2,0,0,112,5,1,1,29,2,0,0,113,6,0,0,29,2,0,0,112,5,1,1,29,2,0,0
https://github.com/JetBrains/intellij-community/commit/04397f41107bd6de41b31d45a4e8e2ed65628bbe,java.java-impl.src.com.intellij.testIntegration.createTest.CreateTestAction,71,10,79,8,0,0,12,2,0,0,78,7,2,1,11,1,1,1,78,7,2,1,11,1,1,1,75,4,0,4,12,2,0,0,78,7,2,1,11,1,1,1,78,7,2,1,11,1,1,1
https://github.com/JetBrains/intellij-community/commit/138911ce88b05039242b8d1b2bb5b7a59008f5ee,platform.lang-impl.src.com.intellij.codeInsight.documentation.DocumentationComponent,454,126,521,67,0,0,128,2,0,0,521,67,0,0,128,2,0,0,521,67,0,0,128,2,0,0,521,67,0,0,128,2,0,0,521,67,0,0,128,2,0,0,521,67,0,0,128,2,0,0
https://github.com/JetBrains/intellij-community/commit/138911ce88b05039242b8d1b2bb5b7a59008f5ee,platform.util.src.com.intellij.util.ui.UIUtil,1934,393,1947,13,0,0,395,2,0,0,1946,12,1,1,394,1,1,1,1946,12,1,1,394,1,1,1,1944,10,0,3,395,2,0,0,1946,12,1,1,394,1,1,1,1946,12,1,1,394,1,1,1
https://github.com/JetBrains/intellij-community/commit/33b0ac3a029845f9c20f7f5967c03b31b24f3b4b,platform.indexing-api.src.com.intellij.util.indexing.FileBasedIndex,17,29,33,16,0,0,32,3,0,0,17,0,0,16,30,1,0,2,17,0,0,16,30,1,0,2,17,0,0,16,30,1,0,2,17,0,0,16,30,1,0,2,17,0,0,16,30,1,0,2
https://github.com/JetBrains/intellij-community/commit/33b0ac3a029845f9c20f7f5967c03b31b24f3b4b,platform.lang-impl.src.com.intellij.util.indexing.FileBasedIndexImpl,1654,280,1670,16,0,0,283,3,0,0,1654,0,0,16,281,1,0,2,1654,0,0,16,281,1,0,2,1654,0,0,16,281,1,0,2,1654,0,0,16,281,1,0,2,1654,0,0,16,281,1,0,2
https://github.com/JetBrains/intellij-community/commit/61215911ef28ca783c5106d7c01e74cf3000a866,plugins.svn4idea.src.org.jetbrains.idea.svn.commandLine.Command,90,47,94,4,0,0,50,3,0,0,94,4,0,0,50,3,0,0,94,4,0,0,50,3,0,0,94,4,0,0,50,3,0,0,94,4,0,0,50,3,0,0,94,4,0,0,50,3,0,0
https://github.com/JetBrains/intellij-community/commit/61215911ef28ca783c5106d7c01e74cf3000a866,plugins.svn4idea.src.org.jetbrains.idea.svn.commandLine.CommandUtil,113,20,124,11,0,0,22,2,0,0,122,9,1,2,21,1,1,1,122,9,1,2,21,1,1,1,122,9,0,2,22,2,0,0,122,9,1,2,21,1,1,1,122,9,1,2,21,1,1,1
